1,人参 山药 半夏 白术 芡实 熟地 茯苓 薏仁 白芥子 肉桂 诃黎勒 益智 肉豆蔻 
1,羚羊角 珍珠 水牛角浓缩粉 丹参 冰片 白芍 党参 黄芪 草决明 川芎 黄芩 甘松 薄荷 郁金 
1,丹参 腻粉 朱砂 麝香 生犀末 脑子 铅白霜 雄黄 天南星 铁粉 川甜消 人参 金箔 银箔 
1,天雄 白矾 天竺黄 天南星 腻粉 丹参 生龙脑 金箔 雄黄 
1,蛤粉 牙消 朱砂 人参 雄黄 龙脑 甘草 金箔 银箔 丹参 
1,丹参 天南星 天竺黄 茯苓 琥珀 麝香 全蝎 僵蚕 雄黄 朱砂 
1,丹参 龙脑 天竺黄 犀角屑 羚羊角 朱砂 黄芩 升麻 甘草 防风 麝香 真珠 
1,麦冬 桔梗 甘草 花粉 陈皮 元参 百部 
1,茯苓 陈皮 瓜蒌 黄芩 远志 枣仁 半夏 贝母 甘草 
1,天麻 人参 陈皮 白术 归身 茯神 荆芥 僵蚕 独活 远志 犀角 麦门冬 枣仁 辰砂 半夏 天南星 石膏 甘草 白附子 川芎 郁金 丹参 珍珠 地黄 黄连 金箔 
1,米壳 甘草 杏仁 紫菀 桔梗 五味子 葶苈 人参 半夏 桑白皮 紫苏 陈皮 
1,桑白皮 紫苏 细辛 五味子 陈皮 半夏 茯苓 杏仁 缩砂仁 枳壳 桔梗 甘草 
1,桔梗 半夏 陈皮 前胡 千葛 茯苓 紫苏 麻黄 杏仁 桑白皮 甘草 
1,麦冬 五味子 天冬 生地 桑白皮 款冬花 紫菀 桔梗 甘草 牛膝 
1,破故纸 茴香 乳香 
1,人参 茯苓 茯神 远志 白术 菖蒲 枣仁 麦门冬 丹参 辰砂 
1,茯神 远志 陈皮 半夏 杏仁 菖蒲 麦冬 桔梗 甘草 
1,琥珀 人参 远志 天麻 花蛇肉 白附子 麻黄 羌活 川乌 蝉蜕 木香 真珠末 白僵蚕 全蝎 朱砂 金箔 银箔 麝香 
1,黑附子 白附子 天南星 白术 茯苓 
1,葛根 金银花 枇杷叶 竹叶 生地 桑叶 小木通 贝母 甘草 薄荷 
1,前胡 花粉 黄芩 大黄 栀子 连翘 枳壳 陈皮 枳实 桔梗 
1,陈皮 桔梗 枳实 川芎 芍药 半夏 茯苓 甘草 黄连 黄芩 苍术 神曲 山楂 贝母 
1,陈茶叶 粳米 
1,槟榔 枳壳 术香 砂仁 半夏 丁香 肉豆蔻 全蝎 
1,菖蒲 远志 人参 茯神 川芎 山芋 铁粉 麦门冬 天麻 半夏 天南星 白附子 细辛 辰砂 
1,辰砂 枣仁 乳香 
1,川芎 麝香 白芷 辰砂 白附子 天麻 天南星 二 
1,川芎 麝香 白芷 辰砂 白附子 天麻 天南星 
1,白矾 辰砂 天南星 半夏 
1,神曲 麦糵 陈皮 白矾 皂角 天南星 半夏 白芷 
1,辰砂 天南星 白矾 半夏 
1,辰砂 白矾 天南星 半夏 白附子 
1,草果仁 茯苓 缩砂仁 桔梗 甘草 生姜 
1,茶叶 粳米 白糖 
1,苍术 黄连 陈皮 半夏 茯苓 神曲 茱萸 砂仁 甘草 
1,苍术 香附 片芩 黄连 
1,苍术 陈皮 半夏 黄连 茯苓 茱萸 
1,人参 厚朴 桔梗 防风 紫苏 黄耆 枳壳 当归 白芍 肉桂 乌药 甘草 川芎 木香 白芷 槟榔 生姜 
1,沉香 石斛 人参 茯苓 菟丝子 山芋 麦门冬 肉苁蓉 五味子 地黄 百合 陈皮 枸杞 黄耆 巴戟天 柏子仁 牛膝 
1,沉香 二丑 灵脂 牙皂 大黄 香附 
1,沉香 蓬术 香附 陈皮 甘草 木香 砂仁 藿香 麦芽 神曲 
1,柴胡 陈皮 半夏 甘草 生姜 
1,芍药 柴胡 黄连 半夏 桔梗 夏枯草 龙胆草 贝母 黄芩 甘草 
1,柴胡 黄芩 半夏 甘草 生地 丹皮 赤芍 红花 薄荷 苏叶 山栀 
1,贝母 麻黄 桑白皮 葶苈 蜂蜜 
