0,西黄 琥珀 辰砂 梅冰 雄精 羚角片 乳香 犀角片
1,磁石 赭石 珍珠母 半夏 酒曲 酒曲 牛膝 薄荷 冰片 猪胆汁
1,甘草 枣仁 小麦 
1,丹参 全蝎 僵蚕 珍珠 麝香 朱砂 雄黄 天麻 钩藤 防风 琥珀 天南星 白附子 半夏 天竺黄 冰片 薄荷 甘草 
1,黄连 黄芩 山栀仁 郁金 辰砂 丹参 
1,丹参 龙脑 干蝎 僵蚕 白附子 雄黄 丹砂 天麻 甘草 半夏 琥珀 麝香 天南星 乌蛇 
1,茯苓 陈皮 瓜蒌 黄芩 远志 枣仁 半夏 贝母 甘草 
1,川芎 当归 干姜 炙草 茯神 桃仁 人参 益智 柏子仁 陈皮 
1,天麻 人参 陈皮 白术 归身 茯神 荆芥 僵蚕 独活 远志 犀角 麦门冬 枣仁 辰砂 半夏 天南星 石膏 甘草 白附子 川芎 郁金 丹参 珍珠 地黄 黄连 金箔 
1,辰砂 枣仁 人参 茯神 琥珀 乳香 
1,人参 茯苓 茯神 柏子仁 琥珀 当归 枣仁 远志 乳香 朱砂 菖蒲 
1,人参 枣仁 辰砂 
1,丹参 五味子 菖蒲 安神膏 
1,丹参 五味子 菖蒲 珍珠母 夜交藤 旱莲草 合欢皮 地黄 菟丝子 女贞子 
1,人参 石莲肉 莲须 麦冬 远志 芡实 甘草 
1,琥珀 莲子 党参 白芍 生地 淮山 黄耆 枣仁 三七 醋元胡 乳香 没药 茯神 远志 甘草 双钩藤 
1,人参 茯苓 远志 天麻 白附子 麦门冬 全蝎 莲肉 茯神 朱砂 
1,酒地 圆肉 当归 于术 川芎 菖蒲 茯神 远志 枣仁 黄耆 杭芍 党参 炙草 
1,莲子肉 当归 金樱 芡实 茯神 龙骨 锁阳 牡蛎 肉桂 川连 远志 枣仁 莲须 生地 黄柏 知母 
1,茯神 远志 陈皮 半夏 杏仁 菖蒲 麦冬 桔梗 甘草 
1,龙齿 菖蒲 
1,黄连 朱砂 地黄 当归 甘草 
1,当归 人参 茯苓 枣仁 地黄 黄连 陈皮 天南星 天竺黄 丹参 珍珠 琥珀 
1,合欢花 地黄 玄参 女贞子 合欢皮 丹参 夜交藤 桑椹子 
1,人参 天麻 防风 山药 地黄 甘草 琥珀 全蝎 僵蚕 朱砂 金箔 
1,黄连 龙胆草 当归 菖蒲 茯神 全蝎 
1,朱砂 黄连 生地 当归 甘草 白参 白术 茯神 枣仁 寸冬 
1,夜交藤 合欢花 枣仁 龙齿 茯神 麦冬 石斛 珍珠母 白芍 夏枯草 朱砂 琥珀 
1,知母 黄连 天冬 麦冬 朱砂 
1,菖蒲 远志 人参 茯神 川芎 山芋 铁粉 麦门冬 天麻 半夏 天南星 白附子 细辛 辰砂 
1,菖蒲 远志 人参 茯神 川芎 山芋 铁粉 麦门冬 天麻 半夏 天南星 白附子 细辛 辰砂 
1,枣仁 代赭石 乳香 茯神 朱砂 麝香 
1,白矾 辰砂 天南星 半夏 
1,辰砂 天南星 白矾 半夏 
1,菖蒲 远志 人参 桔梗 牛膝 桂心 茯苓 黑附子 
1,柴胡 龙骨 黄芩 生姜 铅丹 人参 桂枝 茯苓 半夏 大黄 牡蛎 枣仁 
1,大龟 
1,杜仲 白术 白芍 故纸 熟地 远志 当归 枸杞 核桃仁 牛膝 黄耆 海狗肾 川楝 川芎 人参 沉香 木香 小茴 甘草 茯神 
1,百合 淮小麦 莲肉 夜交藤 枣仁 甘草 
1,大黄 牙皂 当归 全蝎 黄土 神曲 天麻 僵蚕 赤金 朱砂 
1,山楂 滑石 苍术 天南星 天竺黄 木香 砂仁 神曲 麦芽 钩藤 薄荷 僵蚕 茯苓 桔梗 甘草 陈皮 朱砂 丹参 
1,鲜百合 杏仁 粳米 白糖 
1,大米 糯米 山药 芡实 莲肉 
1,白矾 郁金 
1,茯苓 人参 麦门冬 枣仁 甘草 朱砂 生龙脑 
1,柏子仁 黄耆 茯苓 枣仁 川芎 当归 半夏 甘草 人参 肉桂 五味子 远志 
1,柏子仁 党参 黄芪 川芎 当归 茯苓 远志 枣仁 肉桂 五味子 半夏 甘草 朱砂 
1,柏子仁 枸杞 麦门冬 当归 菖蒲 茯神 熟地 元参 甘草 
1,柏子仁 粳米 蜂蜜 
1,柏子仁 蜂蜜 粳米 
