三七,川芎,红花,山楂
三七,川芎,红花,山楂
赤芍,桃仁,红花
红花,刘寄奴,姜黄
赤芍,茜草,郁金,虎杖
川芎,荆芥,全蝎,地龙,细辛
紫荆皮,乳香,甘草,白芷,没药
牡丹,虫,桃仁
自然铜,乳香,没药,土鳖
骨碎补,三七
当归尾,桃仁,红花
乳香,没药,血竭,香油,三七
山甲,乳香,没药
杜仲,丹参,芎藭
桃仁,红花,泽兰,丹皮
赤芍,红花,苏木,乳香,三七
干漆,虻虫,水蛭,虫
乳香,没药,地龙,木鳖子,自然铜
香附,玄胡,泽兰,赤芍
乳香,没药,桃仁,苏木
鸡血藤,红花,当归
赤芍,桃仁,红花,穿山甲,三棱,夏枯草
乳香,玄胡,没药
桃仁,红花,玄胡,赤芍
丹参,三七,冰片
丹参,三七,冰片
丹参,三七,冰片
红花,穿山甲,大黄,桃仁
虫,蜈蚣,川山甲
五灵脂,桃仁,赤芍,玄胡,红花
桃仁,赤芍,玄胡,红花
乌药,郁金,丹参
桂枝,牡丹,桃仁,芍药
桃仁,丹皮
归尾,泽兰,牛膝,红花,玄胡,桃仁
丹参,赤芍,桃仁,三棱,莪术
赤芍,丹参,桃仁,三棱,莪术
丹参,赤芍,桃仁
赤芍,丹参,桃仁
丹参,三七
当归,蒲黄
银花,乳香,没药
红花,75%酒精
丹参,荆芥,姜川连,参三七
赤芍,乌药,香附
三棱,莪术,赤芍,乳香,红花,苏木
归尾,赤芍,姜黄,松节
乳香,没药,香油
当归尾,赤芍,桃仁,红花,荆芥
归尾,赤芍,桃仁,玄胡
当归,骨碎补,桂,大黄
金钱草,炮甲,泽兰,丹参
当归,丹参,乳香,没药
当归,丹参,乳香,没药
桃仁,三棱,莪术
赤芍,防风,红花,木香
赤芍,苏木,血竭,刘寄奴
红花,冰片等
当归,乳香,没药
乳香
虻虫,虫,水蛭,红花
穿山甲,桃仁,三棱,莪术,赤芍
穿山甲,桃仁,三棱,莪术,赤芍
丹参,赤芍,茜草,三七
丹参,三七,香附,党参,益母草
桃仁,水蛭
茜草,木通,刘寄奴,香油
鸡血藤,乳香,土茯苓
桃仁,水蛭,虻虫,玄胡
金银花,乳香,没药,血竭
连翘,金银花,蒲公英,赤芍,丹皮,赤小豆
香油,章丹
丹参,赤芍,川芎,红花,降香
自然铜,孩儿牙齿
桃仁,红花
乳香,没药,血竭,自然铜,土鳖虫
党参,甘草,桃仁,红花
牛膝,乌药,红花,穿山甲
当归,川芎,桃仁,益母草
乳香,没药
归尾,赤芍,红花,桃仁
当归,桃仁,红花
当归,茅根,蒲黄,丹皮
赤芍,夏枯草
赤芍,丹皮,生地,木通,青黛
鸡血藤,丹皮,茜草,当归
红花,赤芍
丹皮,红花,鸡血藤
赤芍,桃仁,红花,丹参
乳香,没药,土鳖虫,自然铜
海藻,红花,桃仁
郁金,香附,泽兰,山栀
丹参,川芎,赤芍
凌霄花,当归,木香,没药,赤芍
赤芍,红花,五灵脂
牡丹,败酱,丹参
归尾,生地,连翘,荆芥,蒺藜
玄胡,莪术,三棱
茜草,丹参,木瓜,牛膝
血竭,乳香,没药,玄胡
归尾,赤芍,益母草,刘寄奴,红花
郁金,赤芍,桃仁,泽兰,当归
赤芍,桃仁,红花,蒲公英
莪术,穿山甲,地龙
香附,郁金,三棱,夏枯草
橘叶,丹参,皂角刺,王不留行,地龙
海藻,三棱,莪术
红花,冰片,三七
桃仁,红花,没药,地龙
红花,三棱,蒲黄
大黄,桃仁,生地
白芍,香附,玄胡,乳香
香附,当归尾,桃仁,红花
当归,川芎,桃仁,炙草
川芎,香附,红花
元胡,灵脂,香附,没药
玄胡,没药,赤芍,蒲黄,五灵脂
五灵脂,蒲黄
郁金,三棱,牛膝,茅根
吴萸,桃仁,半夏
山楂,当归,僵蚕,蝉蜕,生甘草
蓬术,玄胡,当归,丹皮
赤芍,三棱,莪术
红花,桃仁
当归尾,香附,红花,乌药
归尾,桃仁,红花,乳香
桃仁,当归,干漆
桃仁,大黄,蒲黄
桃仁,三棱,赤芍
桃仁,郁金,红花
当归,丹皮,莪茂,牛膝
苏木,红花,乳香,血竭,没药,自然铜
乳香,没药
蜈蚣,地龙,鸡血藤
赤芍,桃仁,红花
血竭,乳香,没药,金银花
桃仁,红花,赤芍
当归,川芎,玄胡
当归,玄胡
赤芍,桃仁,荆芥
三棱,莪术,海藻
木瓜,大黄,蒲公英,乳香,没药
三棱,蓬术,红花,透骨草
五倍子,炮山甲,麻仁
川芎,丹参,三七,槐花
凤尾草,过路黄,山楂,茅根
自然铜,苏木,桃仁
香附,山楂,泽兰,王不留行
虎杖,土茯苓,郁金,当归
穿山甲,乳香,没药,桃仁
当归,桃仁,红花
泽兰,虎杖,土茯苓,蒲公英
莪术
红花,桃仁
