糯米,30.0,山药,15.0,胡椒末,1,白糖,1
草豆蔻,30.0,人参,30.0,柴胡,30.0,白术,30.0,陈皮,45.0,甘草,15.0
草果仁,15.0,茯苓,15.0,缩砂仁,15.0,桔梗,0.3,甘草,45.0,生姜,180.0
苍术,6.0,芍药,1,枳壳,6.0,茯苓,12.0,白芷,6.0,陈皮,6.0,川芎,6.0,半夏,6.0,升麻,6.0,甘草,5.25
苍术,60.0,地榆,30.0
云苓,120.0,芍药,120.0,甘草,30.0,川椒,30.0,茴香,30.0,厚朴,90.0,苍术,240.0,破故纸,120.0
苍术,500.0,茯芩,180.0
苍术,500.0,茯苓,180.0
苍术,500.0
肉苁蓉,15.0,精羊肉,63.0,粳米2茎,100.0,生姜,3.0
肉苁蓉,120.0,精羊肉,1
禹余粮,9.0,赤石脂,9.0,制附片,9.0,肉桂,2.0,干姜,9.0,诃子,12.0,肉豆蔻,9.0,米壳,6.0,破故纸,9.0,党参,15.0,白术,9.0,甘草,3.0
苍术,9.0,白术炭,9.0,厚朴,6.0,通草,6.0,莲子,9.0,扁豆,30.0,山药,30.0,茯苓,12.0,诃子,12.0,肉豆蔻,6.0,党参,9.0,甘草,3.0
人参,30.0,五味子,8.0,茯苓,30.0,白术,30.0,藿香,15.0,黄耆,15.0,陈皮,0.30000000000000004,肉豆蔻,4.0,生姜,0.30000000000000004,甘草,15.0
使君子,250.0
琥珀,15.0,杏仁,15.0,茯苓,15.0,泽泻,15.0,紫苏,45.0,沉香,45.0,葶苈,45.0,郁李仁,45.0,陈皮,23.0,防己,23.0
香附,500.0,黑牵牛,240.0,苍术,120.0,青皮,150.0,陈皮,150.0,山药,60.0,枳壳,60.0,枳实,60.0,三棱,60.0,厚朴,30.0,白豆蔻,30.0,莪术,60.0,紫苏,60.0,木香,30.0,沉香,22.5,丁香,90.0,丁皮,7.5,干姜,30.0,茯苓,30.0,菖蒲,60.0,砂仁,30.0,良姜,30.0,天南星,30.0,半夏,30.0,人参,15.0,草果,45.0,槟榔,30.0,萝卜子,30.0,神曲,60.0,山楂,60.0,官桂,15.0
沉香,15.0,木香,15.0,乳香,4.0,人参,15.0,丁香,9.0,石燕,1.0,海马,1.0,鹿茸,15.0,仙灵脾,15.0,穿山甲,15.0,韭子,15.0,茴香,15.0,木通,30.0,茴香,30.0,菊花,15.0,川楝,30.0,蛇床子,30.0,茯苓,30.0,黑附子,1.0,川椒,30.0,枸杞,30.0,麝香,0.065,葫芦巴,30.0,丁香,15.0
白术,9.0,茯苓,12.0,泽泻,7.5,柴胡,6.0,猪苓,9.0,黄芩,6.0
柴胡,6.0,芍药,1,葛根,12.0
白术,120.0,白豆蔻,30.0,人参,90.0,陈皮,90.0,茯苓,60.0,山楂,60.0,石斛,9.0,甘草,21.0
九肋鳖甲,6.0,山楂,9.0,麦冬,15.0,薏仁,15.0,茯苓,6.0,陈皮,7.5,知母,1.0,干葛,4.5,白芍,4.5,柴胡,6.0,贝母,9.0,淡竹叶,3.0,甘草,2.1
鳖甲,60.0,大黄,30.0,槟榔,30.0,黑附子,30.0,麦糵,30.0,乌药,0.8999999999999999,诃黎勒,0.8999999999999999,木香,0.8999999999999999,白术,0.8999999999999999,桂,0.8999999999999999,蓬莪术,0.8999999999999999,京三棱,0.8999999999999999,枳壳,15.0,茱萸,15.0
黑附子,30.0,川椒,30.0,桂心,60.0,赤石脂,60.0,黄连,60.0,人参,60.0,干姜,60.0,茯苓,60.0,大麦芽,60.0,陈曲,60.0,石斛,60.0,当归,60.0,钟乳,90.0
朱砂,15.0,硇砂,15.0,延胡素,15.0,木香,15.0,半夏,15.0,芫花,15.0,斑猫,15.0,川苦楝子,30.0,荆三棱,30.0,海蛤,30.0,蓬莪术,30.0,黑附子,30.0,茴香,30.0,青皮,30.0,肉豆蔻,3.0,槟榔,3.0
五味子,30.0,白术,30.0,黄芪,30.0,茯苓,30.0,川芎,30.0,甘草,30.0,白芍,30.0,巴戟天,30.0,破故纸,30.0,山萸,30.0,天冬,30.0,苁蓉,30.0,牛膝,30.0,陈皮,30.0,黄柏,30.0,知母,30.0,杜仲,30.0,山药,30.0,生地,120.0,熟地,120.0,麦冬,120.0,人参,120.0,当归,90.0,枸杞,90.0
白术,300.0,莲肉,30.0,人参,30.0,甘草,15.0,白芍,15.0,木香,12.0,山药,21.0,陈皮,21.0,干姜,9.0
鹿角霜,12.0,紫石英,12.0,菟丝子,9.0,续断,12.0,白术,9.0,茯苓,12.0,当归,9.0,白芍,10.5,女贞子,9.0,乌贼骨,1
菟丝子,15.0,覆盆子,15.0,杜仲,15.0,川断,15.0,寄生,15.0,熟地,15.0,白芍,15.0,阿胶,12.0,党参,12.0,陈皮,12.0,甘草,6.0
菟丝子,250.0,续断,90.0,白术,90.0,鹿角霜,90.0,巴戟天,90.0,枸杞,90.0,熟地,150.0,砂仁,150.0,党参,120.0,阿胶,120.0,杜仲,120.0,当归,60.0,枣仁,50.0
茯苓,9.0,白术,9.0,陈皮,9.0,人参,6.0,生地,6.0,枸杞,30.0,麦门冬,15.0
茯苓,9.0,枸杞,30.0,生地,6.0,麦门冬,15.0,人参,6.0,陈皮,9.0,白术,9.0
沉香,30.0,丁香,30.0,白豆蔻,30.0,檀香,30.0,肉豆蔻,30.0,肉苁蓉,15.0,牛膝,15.0,巴戟,21.0,白术,15.0,香附,60.0,缩砂仁,30.0,木香,60.0,乳香,15.0,山药,21.0,穿山甲,15.0,青皮,60.0,黑附子,21.0,破故纸,30.0,桂,0.3,没药,30.0,姜黄,30.0,茴香,15.0,甘草,60.0,苍术,90.0
大黑豆,3.0,何首乌,120.0,茯苓,90.0,青盐,24.0,甘草,30.0
党参,12.0,白术,10.0,云苓,10.0,砂仁,6.0,蔻仁,6.0,谷芽,6.0,神曲,6.0,山楂,6.0,木香,3.0,山药,15.0,鸡内金,12.0,甘草,6.0,枣仁,6.0
党参,12.0,白术,10.0,茯苓,10.0,甘草,6.0,黄芪,10.0,当归,10.0,广皮,3.0,升麻,3.0,桔梗,3.0,苍术,5.0,晚蚕砂,10.0
人参,6.0,白术,6.0,茯苓,3.0,白芍,3.0,陈皮,0.6,木瓜,2.4,木通,1.2,紫苏,1.2,苍术,1.2,厚朴,1.2,大腹皮,1.2
麦芽,3840.0,陈皮,1920.0,苍术,1533.0,茯苓,180.0,神曲,480.0,山药,480.0,芡实,480.0,甘草,4.0,山楂,240.0
白豆蔻,60.0,枳壳,250.0,陈皮,60.0,诃黎勒,60.0,木香,60.0,当归,60.0
小白菜,500.0,苡米,60.0
茯苓,15.0,白术,15.0,花粉,15.0,山药,15.0,薏仁,15.0,芡实,15.0,牛膝,15.0,白豆蔻,9.0
干柿不拘多少,1
上好片术,1
白术,60.0,绵白糖,100.0
白术,60.0,槟榔,1.0,生姜,45.0
白术,9.0,茯苓,9.0,橘络,3.0,甘草,3.0,荆芥,1.5
白术,9.0,茯苓,12.0,人参,6.0,甘草,5.25
白术,30.0,芎藭,30.0,川椒,22.0,牡蛎,15.0
人参,7.5,茯苓,15.0,白术,15.0,藿香,15.0,木香,6.0,甘草,3.0,葛根,15.0
陈皮,15.0,大腹皮,15.0,茯苓,15.0,生姜,15.0,白术,30.0
白术,0.8999999999999999,干姜,0.8999999999999999,厚朴,30.0,人参,0.8999999999999999
扁豆,13.5,粳米,19.5
扁豆,15.0,人参,10.0,粳米,50.0
半夏,6.0,白豆蔻,3.75,苍术,6.0,干姜,6.0,藿香,8.0,陈皮,6.0,归尾,1,川芎,6.0,人参,6.0,白术,9.0,甘草,5.25,猪苓,9.0,砂仁,4.5,莲子,10.5
半夏,6.0,茯苓,12.0,苍术,6.0,厚朴,6.0,广皮,1,甘草,5.25
半夏,30.0,干姜,30.0,枣仁,15.0,黑附子,15.0,陈皮,15.0,陈皮,7.5,红豆蔻,7.5,木香,4.0,草豆蔻,2.0
半夏,12.0,宿姜,10.0,茯苓,6.0,桂心,6.0,枳实,6.0,陈皮,6.0,白术,8.0,防风,4.0,远志,4.0
半夏,4.5,白术,6.0,天麻,4.5
白术,30.0,人参,30.0,茯苓,30.0,白矾,30.0,滑石,30.0,贝母,30.0,天南星,45.0,白附子,60.0,半夏,90.0
人参,6.0,山药,22.5,茯苓,12.0,薏仁,1,扁豆,13.5,芡实,12.0,莲肉,1,甘草,5.25
党参,240.0,山药,240.0,茯苓,240.0,芡实,240.0,扁豆,240.0,莲心,240.0,米仁,240.0,炙鸡内金,240.0,使君子肉,60.0,白砂糖,8500.0
茯苓,500.0,山药,500.0,生米仁,500.0,扁豆,500.0,建莲,500.0,芡实,500.0,使君子,150.0,砂仁,120.0,糯米,1.0,白米,1.0
莲子,240.0,南芡实,240.0,米仁,240.0,扁豆,240.0,山药,240.0,茯苓,240.0,糯米,1,粳米,1
芡实,6.0,薏仁,6.0,扁豆,6.0,莲肉,6.0,山药,6.0,枣仁,6.0,百合,6.0,大米,150.0
当归,4.5,生地,4.5,香附,4.5,地榆,4.5,茯苓,2.4,泽泻,2.4,黄连,2.4,山萸,2.4,灯心,30.0
人参,90.0,白术,90.0,茯苓,45.0,陈皮,60.0,山楂,60.0,甘草,15.0,山药,45.0,黄连,9.0,薏仁,45.0,扁豆,45.0,白豆蔻,10.5,藿香,15.0,莲肉,45.0,泽泻,10.5,桔梗,15.0,芡实粉,45.0,麦芽,30.0
玫瑰花,500.0,破故纸,500.0,菟丝子,500.0,胡桃仁,180.0,杜仲,120.0,韭子,120.0
白术,150.0,茯苓,90.0,半夏,90.0,山楂,90.0,神曲,90.0,陈皮,60.0,连翘,60.0,萝卜子,60.0,苍术,30.0,枳实,30.0,香附,30.0,厚朴,30.0,黄芩,30.0,黄连,30.0
厚朴,45.0,川白姜,45.0,肉豆蔻,45.0,1两半,1,1两半,1,1两,1,1两,1,1两,1
削术,500.0,甘草,180.0,白盐,180.0,椒子,120.0
肉豆蔻,30.0,面粉,100.0,生姜,120.0,红糖,100.0
草豆蔻,30.0,白术,30.0,茯苓,30.0,高良姜,60.0,白豆蔻,15.0,人参,15.0,甘草,15.0,丁香,0.3,陈皮,0.3,木香,0.3
大豆,1,枳实,6.0,白术,9.0,茯苓,12.0,白蔻仁,1,厚朴,6.0,姜滓,1,大腹皮,6.75,陈皮白,1,木香,3.75
白术,21.0,茯苓,21.0,白芍,15.0,神曲,15.0,炙草,9.0,香附,9.0,厚朴,9.0,木香,9.0,砂仁,15.0,莲子,15.0,诃子,15.0,薏仁,15.0,楂肉,15.0,豆蔻,15.0,陈皮,12.0
蜂王浆,1
橘子,500.0,甘草,120.0,生姜,120.0,盐,120.0
人参,30.0,山药,15.0,芡实,15.0,麦冬,15.0,五味子,3.0
当归,9.0,芍药,18.0,茯苓,12.0,白术,12.0,泽泻,12.0,川芎,9.0
当归,90.0,芍药,500.0,茯苓,120.0,白术,120.0,泽泻,250.0,芎?,250.0
当归,210.0,黄芩,210.0,芍药,210.0,芎藭,210.0,白术,105.0
木香,15.0,白术,15.0,桑白皮,15.0,陈皮,15.0,茯苓,30.0
厚朴,60.0,苍术,60.0,甘草,60.0,陈皮,250.0
苍术,30.0,厚朴,10.0,陈皮,30.0,甘草,20.0,桑白皮,30.0
厚朴,60.0,苍术,60.0,甘草,60.0,陈皮,250.0
羊肉1脚子,1,草果,5.0,良姜,6.0
人参,6.0,芍药,1,川芎,6.0,甘草,5.25,茯苓,12.0,白术,9.0,木通,4.5,陈皮,6.0,黄耆,12.0,糯米,45.0
茯神,60.0,远志,60.0,人参,15.0,白术,120.0,茯苓,60.0,陈皮,45.0,贝母,45.0,甘草,9.0,紫菀,30.0,阿胶,30.0,五味子,15.0,当归,90.0,地黄,45.0,芍药,60.0,地黄,45.0,天门冬,45.0,麦门冬,45.0,菟丝子,60.0,枸杞,90.0,黄柏,60.0,茱萸,60.0,知母,30.0
枣仁,5.0,陈皮,5.0,竹叶,5.0
枣仁,20.0,木香,6.0
人参,6.0,茯苓,6.0,白术,6.0,枳实,4.5,当归,4.5,山楂,4.5,谷芽,4.5,陈皮,3.0,豆蔻,3.0,青皮,2.1,木香,2.1,姜连,2.1
肉桂,30.0,厚朴,30.0,干姜,30.0,甘草,30.0,肉豆蔻,15.0,黑附子,15.0,丁香,15.0,胡椒,15.0,木香,15.0,萆茇,15.0,神曲,15.0,茯苓,15.0,白术,15.0,麦糵,15.0,人参,15.0,白豆蔻,15.0,诃子,7.5
丁香,30.0,良姜,30.0,藿香,45.0,甘草,45.0
人参,15.0,川姜,15.0,桂,15.0,山药,15.0,白术,30.0,茯苓,30.0,缩砂仁,30.0,胡椒,30.0,扁豆,30.0,神曲,30.0,麦糵,30.0
人参,60.0,白术,90.0,枳实,30.0,陈皮,60.0,青皮,30.0,茯苓,60.0,半夏,30.0,谷芽,48.0,山楂,30.0,黄连,48.0,木香,15.0,白豆蔻,15.0
人参,60.0,白术,90.0,枳实,30.0,陈皮,60.0,广青皮,30.0,茯苓,60.0,半夏,30.0,谷芽,1.0,山楂,30.0,黄连,1.0,木香,15.0,白蔻仁,15.0
地骨皮,9.0,五加皮,9.0,桑白皮,15.0,干姜皮,6.0,大腹皮,9.0,白鲜皮,15.0,丹皮,9.0,赤苓皮,15.0,冬瓜皮,15.0,扁豆,15.0,槿皮,9.0
地骨皮,9.0,五加皮,9.0,丹皮,9.0,大腹皮,9.0,槿皮,9.0,桑白皮,15.0,白藓皮,15.0,茯苓,15.0,冬瓜皮,15.0,扁豆,15.0,干姜皮,6.0
肉苁蓉,35.0,黑附子,35.0,木鳖子,50.0,天南星,30.0,白附子,30.0,覆盆子,30.0,菟丝子,30.0,赤小豆,30.0,骨碎补,30.0,何首乌,30.0,川乌,10.0,甘草,10.0,川椒,35.0,地龙,50.0,防风,30.0,羊膝,35.0,草薢,30.0,羌活,30.0,狗脊,30.0,人参,20.0,黄芪,20.0,白术,10.0,茯苓,10.0,白酒,3000.0
冬麻子,1.0,薏仁,1.0,粳米,2.0
党参,14400.0,黄耆,9600.0,升麻,1200.0,桂圆肉,2400.0,生地,4800.0,熟地,4800.0,当归,4800.0,紫河车,10.0
白术,4.5,麦门冬,3.0
党参,19.5,绵黄耆,1,于潜术,1,桂园肉,1
柴胡,10.0,当归,10.0,白芍,10.0,白术,10.0,茯苓,12.0,甘草,6.0,薄荷,3.0,生姜,6.0,丹皮,10.0,栀子,10.0,龙胆草,10.0
丹皮,1,山栀,1
党参,19.5,黄芪,19.5,白术,9.0,茯苓,12.0,山药,22.5,薏仁,1,麦冬,9.0,何首乌,9.0,枣仁,1,山楂,10.5,炒麦芽,1,桑枝,12.0
半夏,150.0,陈皮,150.0,茯苓,90.0,甘草,45.0
陈皮,120.0,甘草,30.0
苍术,12.0,白术,12.0,茯苓皮,20.0,薏仁,30.0,金银花,30.0,牛膝,15.0
苍术,30.0,白术,60.0,破故纸,45.0,茱萸,15.0,厚朴,30.0,广皮,30.0,神曲,60.0
人参,1.5,元参,9.0,熟地,9.0,当归,9.0,酒白芍,9.0,旱莲草,9.0,麦门冬,9.0,车前子,9.0
飞廉草,50.0,匾蓄,30.0,凤尾草,15.0,茯苓,15.0,菟丝子,15.0,熟地,15.0
黑附子,100.0,党参,200.0,白术,150.0,干姜,100.0,甘草,100.0
栗子,1,枣仁,1,胡桃,1,柿饼,1
麻黄,2.4,防风,3.0,苍术,6.0,白术,9.0
防己,30.0,甘草,15.0,白术,22.5,黄耆,37.5
防己,9.0,黄耆,9.0,桂枝,9.0,茯苓,18.0,甘草,6.0
茯苓细粉,1,米粉,1,白糖等份,1
茯苓粉,30.0,车前子,30.0,粳米,60.0,白糖,1
茯苓粉,30.0,粳米,100.0,枣仁,20.0
茯苓,15.0,粳米,2.0
鸡肝,30.0,茯苓,10.0
茯苓,15.0,白术,15.0
茯苓,12.0,桂枝,9.0,白术,6.0,甘草,6.0
茯苓,250.0,白术,60.0,戎盐,1.0
茯苓粉,30.0,粳米,60.0,枣仁,10.0,白糖,1
香附,60.0,槟榔,60.0,乌药,60.0,白芷,60.0,茯苓,60.0,桔梗,60.0,玄胡,60.0,枳壳,60.0,五灵脂,60.0,苏子,60.0,山楂,60.0,郁金,60.0,车前,60.0,黄芩,60.0,菊花,60.0,木通,60.0,莱菔,60.0,赤苓,60.0,泽泻,60.0,陈皮,60.0,柴胡,60.0,扁豆,60.0,砂仁,60.0,枳实,60.0,大麦芽,60.0,防风,60.0,干葛,60.0,苍术,60.0,木香,60.0,薄荷,60.0,白术,60.0,栀子,60.0,赤小豆,60.0,丁香,6.0,肉豆蔻,12.0,羌活,18.0,沉香,18.0,小麦,500.0
藿香,9.0,佩兰,9.0,苍术,9.0,陈皮,9.0,茯苓,9.0,泽泻,9.0,白鲜皮,9.0,地肤子,9.0
莲肉,120.0,风栗,120.0,茯苓,120.0,山药,120.0,白术,120.0,麦芽,120.0,黄精,120.0,茱萸,120.0,天冬,120.0,枣仁,120.0,福橘,120.0,京柿,120.0
山药,333.0,芡实,333.0,莲子,333.0,党参,333.0,苡米,333.0,扁豆,333.0,山楂,333.0,白术,165.0,麦芽,8.0,茯苓,8.0,白糖,80160.0,苯甲酸钠,9.0,蛋白干,1.0
苦楝根皮,30.0,雷丸,15.0,鹤虱,12.0,使君子肉,30.0,槟榔,15.0,百部,12.0,花椒,10.0,乌梅肉,12.0,胡连,10.0,大黄,12.0,神曲,10.0,鸡内金,15.0
党参,90.0,白术,60.0,陈皮,45.0,茯苓,180.0,山药,180.0,建莲肉,180.0,薏仁,180.0,扁豆,180.0,芡实,180.0,糯米,5.0,粳米,5.0
神曲,30.0,黄连,30.0,肉豆蔻,6.0,使君子,10.5,麦蘖,150.0,槟榔,2.0
人参,12.0,白术,9.0,茯苓,9.0,黄连,12.0,黄连,15.0,使君子,12.0,神曲,12.0,麦芽,12.0,山植肉,12.0,甘草,6.0,芦荟,12.0
白术,30.0,茯苓,24.0,厚朴,12.0,麦冬,12.0,扁豆,15.0,芡实,24.0,枳实,12.0,麦芽,18.0,神曲,18.0,莲肉,24.0,胡连,6.0,山楂,24.0,鸡内金,12.0,黄连,3.0,陈皮,24.0,黄耆,15.0,蓼实,30.0,甘草,9.0,丹皮,9.0
肉豆蔻,15.0,使君子仁,15.0,麦芽,15.0,黄连,15.0,神曲,15.0,槟榔,15.0,木香,6.0,白术,15.0,山楂,6.0,枳实,6.0
炒冬术,30.0,使君子肉,9.0,山楂,15.0,山药,15.0,芡实,15.0,陈皮,9.0,黄连,6.0,焦麦芽,15.0,茯苓,15.0,炒米仁,30.0,泽泻,9.0,神曲,21.0,扁豆,21.0,藿香,6.0
炒青蒿,60.0,芜荑,45.0,焦楂,90.0,青皮,90.0,百部,90.0,炒白芍,90.0,白术,120.0,胡连,45.0,木香,24.0,炒麦芽,90.0,槟榔,60.0,石斛,60.0,生草,60.0,洋榧肉,90.0
黄连,30.0,神曲,30.0,使君子仁,15.0,肉豆蔻,15.0,麦糵,15.0,木香,6.0,槟榔,2.0
陈皮,500.0,甘草,120.0,蓬术,180.0,厚朴,240.0,枳实,240.0,连翘,180.0,香附,500.0,山楂,180.0,神曲,180.0,卜子,240.0,龙胆草,180.0,青皮子,240.0,黄连,240.0,白术,240.0,槟榔,240.0
人参,15.0,白术,15.0,陈皮,15.0,茯苓,12.0,甘草,6.0,青皮,9.0,缩砂仁,10.5,木香,7.5,山药,15.0,莲肉,15.0,使君子,9.0,山楂,9.0,神曲,9.0
人参,60.0,枣仁,30.0,枸杞,30.0,熟地,60.0,干姜,30.0,白术,30.0,生黄耆,30.0,当归,15.0,山萸,15.0,故纸,30.0,核桃仁,15.0,生白芍,30.0,肉桂,15.0
天南星,60.0,半夏,60.0,瓜蒌仁,30.0,白术,30.0,黄连,30.0,香附,30.0,陈皮,30.0,茯苓,30.0,莱菔,30.0,糖球子,30.0,紫苏,21.0,黄芩,21.0,枳实,15.0,甘草,15.0
陈皮,60.0,厚朴,60.0,苍术,60.0,郁金,60.0,缩砂,60.0,竹茹,45.0,菖蒲,15.0
半夏,240.0,晋州绛矾,120.0,丁皮,90.0,草豆蔻,60.0,生姜,150.0
干姜,4.5,拣参,3.0,草豆蔻,3.0,甘草,3.0,官桂,3.0,芍药,3.0,陈皮,6.0,白术,5.0,黑附子,6.0,益智仁,1.5
人参,3.0,当归,3.0,白芍,3.0,紫菀,6.0,黄耆,6.0,麦门冬,1.5,五味子,1.5,甘草,1.5
巨胜子,500.0,枸杞,500.0,何首乌,500.0,冬青,240.0,破故纸,240.0,山萸,500.0,巴戟,120.0,桑叶,5000.0,柏子仁,500.0,蛇床子,500.0,川椒,250.0
党参,30.0,白术,30.0,茯苓,30.0,白芍,24.0,归身,30.0,地骨皮,30.0,丹皮,18.0,砂仁,12.0,银柴,9.0,薄荷,6.0,鹿角胶,15.0,香附,18.0
当归,1200.0,杭芍,1200.0,白术,1200.0,柴胡,1200.0,阿胶,720.0,蛇床子,720.0,吴萸,600.0,椿根皮,480.0,螵蛸,480.0,艾炭,480.0,黄芩,360.0,益母草,480.0,威灵仙,480.0,藁本,600.0,秦艽,660.0,茯苓,480.0,牡蛎,240.0,木瓜,480.0,益智仁,480.0,香附,960.0,远志,360.0,黄耆,480.0,甘草,240.0,破故纸,480.0,青皮,360.0,郁金,480.0,半夏,360.0,使君子,480.0,白芷,240.0,羌活,240.0,菖蒲,720.0,牛膝,240.0,川芎,480.0,杜仲炭,720.0,苍术,360.0,续断,480.0,何首乌,480.0,桂枝,120.0,玄胡,480.0,党参,1440.0,枣仁,480.0,丹皮,240.0,胡连,240.0,独活,240.0,黄连,240.0,绿七爪,240.0,白矾,480.0,赤石脂,300.0,豆蔻,1.0,砂仁,1.0,莲子肉,4800.0
蓍草,300.0,七叶一枝花,180.0,高良姜,180.0,枯矾,210.0,木香,180.0,肉桂,120.0
胎盘粉,1600.0,麦芽,100.0,党参,400.0,陈皮,100.0,黄耆,400.0
扶芳藤,12.5,黄芪,19.5,红参,6.0
苍术,9.0,白术,9.0,赤芍,9.0,猪苓,9.0,泽泻,9.0,陈皮,9.0,山药,9.0,扁豆,9.0,薏仁,9.0,匾蓄,9.0,萆,9.0,六一散,9.0
苍术,9.0,白术,9.0,赤苓,9.0,猪苓,9.0,泽泻,9.0,陈皮,9.0,山药,9.0,扁豆,9.0,薏仁,9.0,匾蓄,9.0,萆薢,9.0,六一散,9.0
五加皮,9.0,党参,9.0,太子参,9.0,茯苓,9.0,泽泻,9.0,车前子,12.0,猪苓,12.0
佛手柑,15.0
枳壳,4.5,青皮,4.5,厚朴,3.0,干姜,1.5,谷芽,6.0,当归,6.0,茯苓,6.0,白术,3.0,木香,1.5,白蔻,1.8,橘饼,9.0
锅焦,1500.0,神曲,120.0,山楂,120.0,莲肉,120.0,砂仁,60.0,鸡肫皮,30.0
人参,6.0,缩砂,1,香附,7.5,三棱,6.75,莪术,7.5,青皮,6.0,陈皮,6.0,神曲,12.5,麦芽,12.0,枳壳,6.0
莲花青皮,0.9,木香,1.5,陈皮,4.5,人参,4.5,猪苓,4.5,茯苓,4.5,神曲,6.0,泽泻,6.0,干生姜,6.0,白术,6.0,白豆蔻,15.0,葛花,15.0,砂仁,15.0
白豆蔻,15.0,缩砂仁,15.0,葛花,15.0,干生姜,6.0,神曲,6.0,泽泻,6.0,白术,6.0,陈皮,4.5,猪苓,4.5,人参,4.5,茯苓,4.5,木香,1.5,莲花青皮,0.8999999999999999
生地,24.0,熟地,24.0,白芍,12.0,茯苓,12.0,乌贼骨,12.0,杞子,10.0,菊花,10.0,防风,10.0,柏子仁,10.0,细辛,2.0,柴胡,6.0,甘草,6.0,山药,15.0
藿香,10.0,佩兰,10.0,苍术,10.0,厚朴,6.0,陈皮,5.0,枳壳,10.0,大腹皮,10.0,木香,6.0,茵陈,15.0,焦三仙,10.0
厚朴,30.0,陈皮,24.0,甘草,21.0,真芦荟,21.0,芜荑,15.0,青黛,9.0,百草霜,6.0,旋覆花,4.5
高良姜,30.0,草豆蔻,30.0,甘草,30.0,白术,30.0,砂仁,30.0,厚朴,30.0,陈皮,15.0,诃子,15.0,肉桂,7.5,生姜,30.0,枣仁,30.0
党参,15.0,白术,10.0,猪苓,10.0,茯苓,10.0,黑附子,10.0,肉桂,3.0,丹参,15.0,鸡血藤,20.0,当归,10.0,车前子,10.0,泽泻,10.0,地胆草,15.0
人参,9.0,白术,9.0,炒干姜,9.0,肉桂,9.0,黑附子,9.0,甘草,4.5
肉桂,30.0,附片,30.0,党参,90.0,白术,90.0,干姜,90.0,甘草,90.0
香附,15.0,厚朴,15.0,陈皮,15.0,甘草,15.0,苍术,15.0,桂心,15.0,三棱,15.0,阿魏,15.0,肉豆蔻,1.0
拣桂,0.3,干生姜,0.3,茯苓,30.0,半夏,30.0,白术,15.0,红皮,15.0,泽泻,15.0
人参,30.0,荜茇,30.0,白术,30.0,干姜,30.0,高良姜,30.0,缩砂仁,30.0,肉豆蔻,30.0,陈皮,30.0,桂枝,30.0,甘草,15.0,丁香,15.0,神曲3块,1
黄芪,4.5,白术,3.0,苍术,3.0,当归,3.0,白芍,3.0,陈皮,3.0,熟地,15.0,生地,9.0,甘草,9.0,柴胡,6.0
白术,10.0,黄芪,15.0,党参,12.0,甘草,10.0,当归,15.0,丹参,15.0,龙眼肉,10.0,木香,6.0,鸡血藤,15.0
