#11#,阿胶,30克,糯米,100克,红糖,None
#8688#,白及,3钱,白蔹,3钱,乌鱼骨,3钱,紫参,3钱,黄芩,3钱,龙骨,3钱
#9191#,侧柏叶,None
#9321#,柏叶,10克,干姜,3克,艾叶,10克,党参,12克,白术,10克,炙草,5克,阿胶,10克,三七,3克
#9700#,地黄,30克,小蓟,30克,人参,30克,蒲黄,30克,当归,30克,芎藭,30克,乌梅,30克
#9701#,蒲黄,None,螺儿清,None
#10741#,荷叶,5千克,石斛,1.5千克,大小蓟,1千克,香墨,1千克,甘草,1千克,白芍,1千克,丹皮,2千克,藕节,2千克,黄芩,2千克,百合,2千克,栀子,2千克,陈皮,2千克,棕榈炭,500克,贝母,750克,生地1.25干克,None,竹茹,1.25千克
#10742#,铁树叶,2斤,鲜荷叶,10斤,侧柏叶,4斤,大蓟,2斤,生地炭,4斤,荷叶炭,4斤,棕榈炭,1斤,橘络,2斤8两,石斛,3斤,甘草,2斤,陈皮,4斤,丹皮,4斤,生地,2斤8两,贝母,1斤8两,黄芩,4斤,百合,4斤,木通,2斤,香墨,2斤
#10744#,墨面,560克,红花,6克,冰片,6克,麝香,3克,熊胆,12克,冰糖,30克,阿胶,48克
#10942#,石灰,10两,地菘苗,半两,细辛,半两,旋覆根,半两,新葛叶,半两,青蒿,半两,麦门冬苗,半两,猪膏,半斤
#10973#,五倍子,1两,白芷,半两,石灰,3两,堇泥,1分
#11371#,槐角,3钱,当归,3钱,生地,3钱,黄芩,3钱,黄柏,3钱,侧柏叶,3钱,枳壳,2钱,地榆,2钱,荆芥,2钱,防风,2钱,黄连,1钱,川芎,1钱,生姜,1钱,乌梅,3枚
#11414#,乳香,None,没药,None,羌活,None,紫苏,None,细辛,None,乌药,None,麝香半字,None,蛇含石,None,厚桂,None,白芷,None,降香,None,当归,None,苏木,None,檀香,None,龙骨,None,天南星,None,丹参,None,寄生尾,None,花蕊石,None
#11595#,多年老石灰,1斤,血竭,4两,松香,6两,乳香,2两,没药,2两
#12382#,黄芩,150克
#12445#,大人参,2两
#12723#,狗脊,1两,明矾,3钱,血竭,None
#12725#,黄耆,1两,当归,5钱,三七,3钱,茯苓,3钱,丹皮,3钱
#12730#,白芍,1两,当归,1两,荆芥,3钱,三七,3钱
#12732#,生地炭,6斤,当归,6斤,黄芩,6斤,地榆,5斤4两,栀子,5斤4两,生白芍,4斤8两,升麻,3两,槐花,3斤15两,侧柏炭,4斤,乌梅,4两,生阿胶,4斤,芥穗,4斤,黄连,1斤8两
#13498#,地黄,50g,当归,50g,黄酒,500ml
#13792#,黄连,3.6克,槐花,3.6克,苍术,3.6克,甘草,3克,白术,3克,厚朴,3克,枳壳,3克,陈皮,3克,藿香,3克,当归,3克
#14006#,生地,15克,白芷,4.5克,白芍,4.5克,川芎,3克,当归,9克,蒲黄,9克,阿胶,9克,小蓟根,9克
#15102#,晚蚕蛾不以多少,None
#15879#,似锦,3两,倚松子,3两半,豫吞,1握1茎,半两铜钱,70文
#16448#,地菘苗,5两,石灰末,5两,旋覆苗,5两,葛叶,5两,青蒿苗,5两,麦门冬苗,5两
#17483#,阿胶,1两,糯米,半斤
#17736#,反鼻,None,蒲黄,None,半,None
#17964#,女贞子,500g,墨旱莲,500g
#18541#,风化石灰末,1升,干姜,3分,生栗子末,5两,白药末,5两
#19033#,防风,3克,秦艽,3克,当归,3克,川芎,3克,生地,3克,白芍,3克,茯苓,3克,连翘,3克,槟榔,1.8克,甘草,1.8克,栀子,1.8克,地榆,1.8克,枳壳,1.8克,槐角,1.8克,白芷,1.8克,苍术,1.8克
#19788#,茯苓,5两,黄芩,5两,栀子,5两,皮硝,5两,赤石脂,2两,升麻,2两,紫菀,2两,生麦门冬,5两,竹叶,1升,香豉,1升,石膏,8两,地黄,1升
#20501#,番泻叶,None
#20554#,地松,None,地黄苗,None,青蒿,None,苍耳苗,None,芍药,5两,石灰,3升,生艾汁,3合,黄丹,2两半
#20704#,党参,15克,白术,9克,茯苓,9克,柴胡,6克,白芍,9克,蒲黄,9克,血余炭,6克,艾碳,9克
#20819#,地榆,10kg,蒲黄,4.5kg,生槐角,4.5kg,大黄,1.5kg
#20893#,蓍草,300g,七叶一枝花,180g,高良姜,180g,枯矾,210g,木香,180g,肉桂,120g
#20907#,皂矾,None,西洋参,None,海马,None,肉桂,None,枣仁,None,核桃仁,None
#20911#,桑叶,9克,桑白皮,9克,地骨皮,15克,甘草,9克,生地,15克,地榆,15克,枇杷叶,12克,紫菀,15克,黄芩,9克,黛蛤散,15克
#20912#,桑叶,3钱,地骨皮,5钱,甘草,3钱,生地,5钱,地榆,5钱,枇杷叶,4钱,紫菀,5钱,黄芩,3钱,黛蛤散,5钱
#20931#,党参,1两,熟地,1两,杜仲,3钱,川断,3钱,干姜炭,1钱,鹿角霜,7钱,十灰散,1钱
#22102#,乌贼,12克,甘松,9克,草叩,6克,川楝,9克,元胡,9克,生麦芽,31克,贝母,9克,生草,5克
#22471#,苋菜,30克,甘草,10克,旱莲草,30克,蜂蜜10毫升,None
#23447#,人参,30克,当归,30克,川芎,15克,荆芥,9克,干姜,9克,熟地,30克
#24080#,滑石,18克,甘草,6克,朱砂面,3克,雄黄,1.5克,冰片,1.5克
#24135#,黄芪,20克,巴戟天,10克,川断,12克,当归,10克,白芍,10克,熟地,15克,侧柏叶,15克,艾叶,6克
#24178#,黄芩,30克,白芍,30克,龟版,30克,黄柏,9克,椿树根皮,23克,香附,7.5克
#24259#,人参,1两,熟地,1两,茱萸,1两,白术,5钱,麦冬,5钱,甘草,1钱,丹皮,3钱
#24320#,人参,None,黄耆,None,归身,None,甘草,None,煨姜,None,枣仁,None,白芍,None
#24532#,白及,30g,旱莲草,30g,侧柏叶,20g,地榆,20g
#24719#,大黄,3两半,巴豆,1两半,半两钱,49文,羊胫炭,1握
#24894#,矾金,1两,半夏,1两,风化石灰,4两
#25456#,黄连,None,茱萸,None
#25625#,生地,120克,荆芥,9克
#25700#,黄芩,12克
#26686#,甘草,9克,地黄,9克,白术,9克,黑附子,9克,阿胶,9克,黄芩,9克,灶中黄土,25克
#26690#,甘草,3两,地黄,3两,白术,3两,黑附子,3两,阿胶,3两,黄芩,3两,灶中黄土,半斤
#26920#,羚羊角,4.5克,牡蛎,12克,石斛,9克,麦冬,4.5克,南沙参,12克,贝母,6克,夏枯草4,5克,丹皮,4.5克,荆芥,3克,薄荷,3克,茜草,6克,牛膝,6克,白茅根,15克,藕5大片,None
#27612#,新鲜荷叶,1张,粳米,100克,冰糖,None
#27623#,荷叶,320g,藕节,64g,大蓟,48g,小蓟,48g,知母,64g,黄芩,64g,地黄,96g,棕榈,96g,栀子,64g,白茅根,96g,玄参,96g,白芍,64g,当归,32g,香墨,8g
#27624#,荷叶,160两,藕节,32两,大小蓟,48两,知母,32两,黄芩,32两,生地,48两,棕榈炭,48两,栀子,32两,香墨,4两,白茅根,48两,玄参,48两,白芍,32两,当归,16两
#27736#,花蕊石,500克,丹参,120克
#27737#,花蕊石,None
#27968#,胡粉,半两,麝香,半钱
#28545#,琥珀,1两,鳖甲,1两,京三棱,1两,延胡索,半两,没药,半两,大黄,6铢
#28666#,新石灰,None,韭菜,None,苎麻叶,None,小秦王草,None
#28671#,古窑石灰,半两,紫矿,半两
#28676#,多年陈石灰,None,鸡子清,None
#28998#,乳香,None,没药,None
#29386#,槐角,200g,地榆,100g,黄芩,100g,枳壳,100g,当归,100g,防风,100g
#29398#,槐角,1斤,地榆,半斤,当归,半斤,防风,半斤,黄芩,半斤,枳壳,半斤
#29401#,炒槐角,1两,枳壳,5钱,陈皮,3钱,甘草,1钱
#29415#,槐花,15克,槐角,15克,生地,12克,黄连,10克,银花,12克,黄柏,10克,滑石,15克,当归,12克,升麻,6克,柴胡,6克,枳壳,6克,黄芩,10克,甘草,3克
#29420#,槐花,None,柏叶,None,荆芥,None,枳壳,None
#29421#,苍术,30克,厚朴,30克,陈皮,30克,当归,30克,枳壳,30克,槐花,60克,甘草,15克,乌梅,15克
#29422#,槐花,30克,栀子,30克
#29423#,槐花,30克,百草霜,15克
#29424#,槐花,15克,柏叶,15克,荆芥,15克,枳壳,15克
#29479#,槐花,3钱,地榆,3钱,金银花,4钱,茵陈,4钱,茯苓,5钱,甘草,1钱5分,贝母,3钱,白芷,3钱,桔梗,3钱
#29551#,旱莲草,50克,枣仁,10枚
#29560#,旱莲草,None
#29726#,生赭石,18克,半夏,9克,蒌仁,12克,生杭芍,12克,竹茹,9克,牛蒡,9克,甘草,4.5克
#30754#,花蕊石,9克,三七,6克,血余炭,3克
#30871#,丹参,None,赤芍,None,茜草,None,三七,None,降香,None
#31530#,鸡冠花,180g,米酒,1000ml
#31644#,石灰,None,韭菜叶,None
#32067#,漂冬丹,5钱,石膏,4两
#32213#,石灰,None,地菘苗,None,细辛,None,旋覆根,None,葛叶,None,猪膏,None,青蒿,None,麦门冬苗,None,益母苗不拘多少,None
#32214#,老松香不拘多少,None
#32218#,龙骨,1两,生白矾,1两,熟白矾,1两,生五倍子,2两,熟五倍子,2两,乳香,3钱,没药,3钱,无名异,1两
#32220#,钓掉根,3两,当归,1两,芎?,1两,地黄,1两,续断,1两,鹿茸,半两,龙骨,2两
#32226#,龙骨,2钱,乳香,3钱,没药,3钱,白矾,1两,无名异,1两,五倍子,2两
#32311#,天门冬,6两,紫菀茸,6两,葳蕤,6两,生地,12两,麦冬肉,8两,白芍,4两,百合,4两,款冬花,4两,知母,2两,山药,2两,陈皮,2两,贝母,2两,茜草,2两
#32361#,银末,None,血竭,None,发灰,None,人指甲,None,珍珠,None
#32362#,嫩老鼠,None,不拘多少,None,韭菜根与老鼠一般多,None
#32438#,马前子,1斤,枳壳,半斤
#32439#,龙眼核,None
#32440#,松香,None,夏果,None,刘寄奴,None
#32675#,白芍,2两,当归,2两,荆芥,3钱,黑栀,3钱,红花,2钱,柴胡,8分,甘草,1钱
#32936#,当归,2.4克,川芎,1.5克,白芍,1.8克,地黄,3克,黄连,1.8克,2.4克,黄柏,2.1克,栀子,2.1克,地榆,2.4克,槐花,1.5克,阿胶珠,1.8克,柏叶,1.8克
#33565#,阿胶,None,艾叶,None,当归,None,川芎,None,白芍,None,熟地,None,蒲黄,None,黄连,None,黄芩,None,生地,None,栀子,None,地榆,None,白术,None,甘草,None
#35004#,丹砂,1两,草乌,3两,麝香,1分,生乌豆,1分
#35010#,金银花,15g,连翘,15g,犀角粉,1.5g,射干,6g,板蓝根,9g,花粉,15g,京赤芍,9g,丹皮,9g,生山栀,6g,焦山栀,6g,干芦根,30g,淡竹叶,15g
#35016#,小蓟,None,童便,None,墨汁,None,藕汁100毫升,None,沉香,3克
#35111#,麝香,1g,丹参,1g,炉甘石,1g,雄黄,1g,火消,1g,黄丹,1g,冰片,1g
#35139#,远年石灰,60克,大黄,30克,血竭,15克
#35666#,熟地,60克,龙胆肉,30克,鹿角胶,30克,当归,12克,伏龙肝,12克,黄芪,18克,白术,9克,黑附子,9克,甘草,9克,黄芩,9克,阿胶,10克
#35997#,党参,15克,黄芪,24克,地黄,12克,续断,12克,当归,9克,白芍,9克,阿胶,9克,艾叶,9克,白术,9克,茯苓,9克,川芎,4.5克,甘草,3克
#36044#,干姜炭,1.8克,党参,9克,白术,9克,半夏,9克,甘草,6克,枳实,4.5克,三七,3克,桂枝,3克,牡蛎,30克,茯苓,15克
#36237#,生地,15克,当归,9克,白芍,12克,茯苓,12克,旱莲草,12克,女贞子,12克,仙鹤草,15克,珍珠母,24克,鳖甲,30克
#36355#,槐花,10克,地榆,10克,仙鹤草,15克,旱莲草,15克,侧柏叶,15克,枳壳,10克,黄芩,5克,胡麻仁,15克,菜苋,30克
#36719#,当归,None,芍药,None,川芎,None,地黄,None,白茅根,None,蒲黄,None,丹皮,None,栀子,None,甘草,None
#37408#,栀子,2钱,黄芩,3钱,侧柏叶,3钱,阿胶,2钱,生地,3钱,白芍,1钱半
#37471#,泡参,4钱,白术,2钱,茯神,3钱,杜仲,3钱,续断,3钱,菟丝子,3钱,阿胶,2钱,蕲艾,3钱,乌贼骨,5钱,寄生,5钱
#37659#,犀角,5克,地黄,20克,白芍,10克,甘草,10克,白茅根,20克,藕节,15克,侧柏,15克,牛膝,10克,条芩,10克
#37728#,条芩,3克,黄连2,4克,槐花,2.1克,枳壳,1.5克,升麻,3.6克,芍药,3克,地黄,2.4克,苍术,4.5克,甘草,0.6克,当归,1.5克
#37797#,当归,30克,黄耆,30克,三七,9克,桑叶,14片
#37981#,当归,半两,川芎,半两,芍药,半两,黄芩,半两,知母,半两,香附,半两,地黄,1两,蒲黄,3钱,甘草,2钱,侧柏叶,半两
#38358#,紫藤香,1两,五倍子,1两,牡蛎,1两,白占,1两,三七,1两,半夏,5钱,血竭,5钱,乳香,5钱,象皮,5钱
#38365#,金樱叶,2两,桑叶,1两,嫩苎叶,1两
#38366#,矿石灰,None,生韭菜,None
#38515#,百部,125g,白及,125g,黄精,125g,玉竹,125g,穿心莲,200g,葎草,500g
#39196#,白及粉,12g,甘草,18g,蜂蜜,30g
#39948#,龙骨,半分,寒水石,半分,滑石,半分,枯矾,半分,乳香,半分,没药,半分,轻粉,半分,黄丹,半分
#40534#,鹿角胶,15克,油头发灰,9克,没药,9克
#40609#,鹿茸,60克,当归,60克,地黄,60克,冬葵子,60克,蒲黄,30克
#40823#,龙眼核,None
#40925#,制商陆,20克,仙鹤草,30克,地榆,30克,党参,10克,白术,10克,山萸,10克,丹参,10克,黄芪,15克,何首乌,15克,玄参,15克,甘草,6克
#40960#,黄连,3.6克,蒲黄,3.6克,黄芩,3克,当归,3克,地黄,3克,枳壳,3克,槐角,3克,芍药,3克,川芎,3克,甘草,1.5克
#41149#,黄连,60克,枳壳,60克
#42209#,生地,1斤,生绵纹,3两,桑叶,2两,丹皮,2两,血见愁,2两,牛膝,2两,三七,1两,苏子,1两,降香,1两
#42555#,生芍,5钱,双花炭,5钱,丹参,2分,黄芩,5钱,椿皮炭,3钱,山楂,4钱,陈皮,4钱,木香,3钱,黄连,4钱
#42575#,牛,None,羊角及蹄甲,1000g,白及,50g
#42593#,赤小豆,4分,黄耆,3分,黑附子,1两,白蔹,1两,桂心,1两,芍药,2分,黄芩,2分
#42606#,山药,30克,龙骨,18克,牡蛎,18克,螵蛸,12克,茜草,6克,生杭芍,9克,白头翁,9克,真阿胶,9克
#42988#,郁金,1两,地黄,2两,粉草,1两,腊月猪板脂,1斤
#43524#,刘寄奴,None
#43603#,归尾,4.5克,生地,6克,赤芍,3克,黄连,6克,枳壳,3克,黄芩,3克,槐角,9克,地榆,6克,荆芥,3克,升麻,1.5克,花粉,2.4克,甘草,1.5克
#43750#,石膏,4两5钱,淡黄丹,4钱,乳香,4钱5分,没药,5钱,龙骨,1两,大黄,1两
#45296#,蒲黄,175克,鹿茸,60克,当归,60克
#45297#,蒲黄,90克,石榴花,30克
#45301#,蒲黄,60克,郁金,90克
#45302#,蒲黄,90克,龙骨,75克,艾叶,30克
#45607#,鲜荠菜,None,粳米,None
#45627#,茜草,30克,生地,15克,元参,12克,丹皮,10克,防风,10克,阿胶,10克,白芍,10克,黄芩,10克,甘草,6克
#45640#,黄芪,30克,螵蛸,20克,白芍,15克,白芨,12克,甘松,12克,鹿角胶,12克,元胡,12克,甘草,6克
#45641#,黄芪,40克,续断,20克,山萸,10克,熟地,15克,枸杞,15克,白术,10克,炒白芍,10克,茜草,12克,三七,6克,甘草,10克
#45655#,黄芩,60克
#45840#,桑白皮,30克,黄芩,10克,山栀炭,10克,白茅根,10克,茜草,10克,侧柏叶,10克,紫草,10克,当归,10克,旱莲草,10克,牛膝,6克
#45998#,天门冬,None,麦门冬,None,地黄,None,丹皮,None,赤芍,None,栀子,None,黄连,None,山药,None,茱萸,None,泽泻,None,茯苓,None
#46000#,黄芩,10克,山栀,10克,丹皮,10克,生地,12克,赤芍,10克,侧柏叶,10克,白茅根,30克,水牛角,30克,牛膝,6克,甘草,6克
#46246#,血竭,500g,乳香,75g,没药,75g,红花,75g,儿茶,120g,冰片,6g,麝香,6g,朱砂,60g
#46248#,血竭,30克,麝香,0.36克,冰片,0.36克,乳香,4.5克,没药,4.5克,红花,4.5克,朱砂,3.6克,儿茶,7.2克
#46294#,大黄,30克,真秋石,30克
#46962#,蒲黄,25克,旱莲草,30克,藕节,30克,丹参,20克,丹皮,15克,生地,15克,郁金,15克,荆芥,10克,栀子,10克,川芎,6克,甘草,6克
#47010#,地黄,60克,阿胶,30克,川芎,15克,桔梗,15克,蒲黄,15克,甘草,15克
#47070#,南沙参,15克,黄芩,10克,麦冬,15克,茜草,15克,槐花,15克
#47131#,鲜柿叶,3000克,白糖,None
#47317#,白木槿花,10克,石膏,30克,白豆腐,250克,白砂糖,30克
#47325#,生荷叶,None,艾叶,None,生柏叶,None,地黄,None
#47338#,生地,45克,熟地,90克,当归,60克,芍药,45克,知母,30克,黄柏,60克,侧柏叶,30克,槐子,30克,连翘,18克
#47392#,乌鲗骨,四份,芦茹,一份
#47455#,升麻,100g,清酒,1000ml
#47523#,大蓟,None,小蓟,None,柏叶,None,荷叶,None,白茅根,None,茜根,None,大黄,None,山栀,None,丹皮,None,棕榈皮,None
#47524#,大蓟,None,小蓟,None,白茅根,None,茜根,None,老丝瓜,None,山栀,None,蒲黄,None,荷叶,None,大黄,None,乱发,None
#47579#,马钱子,500克,枳壳,500克
#47605#,大黄,6克,黄芩,12克,川连,3克,山栀,12克,黑栀,12克,白茅根,30克,桑叶,12克,地榆,15克,茜草,15克,仙鹤草,15克,银花,15克,黄柏,10克,元参,15克,水牛角,12克,甘草,3克
#47815#,丹参,10克,红花,10克,桃仁,10克,延胡索,10克,乳香,3克,没药,3克,银花,15克,连翘,10克,丹皮,6克,泽泻,6克,生姜,3克
#48192#,好石灰,300克,清油30毫升,None,大黄,15克
#48269#,天门冬,90克,麦门冬,90克,知母,90克,贝母,90克,款冬花,90克,杏仁,90克,当归,45克,地黄,45克,黄连,45克,阿胶珠,45克,蒲黄,30克,京墨,30克,桔梗,30克,薄荷,30克,白蜜,120克,麝香,None
#48571#,三七,1两,乳香,2钱,陈年石灰,1两,血竭,3钱,妇人裙裆末,1钱,人参,2钱
#48802#,螵蛸,850g,贝母,150g,陈皮油,1.5g
#48822#,乌贼骨,15克,茜草,15克,地榆,15克,继木,15克,蒲黄炭,10克,槐花,50克,荠菜,50克,马齿苋,50克,甘草,5克
#48832#,乌梅,9克,红糖,None
#48980#,雪梨,60只,生地,2升,白茅根,2升,藕取汁,2升,萝卜,1升,麦冬取汁,1升
#49111#,芎藭,6克,阿胶,6克,甘草,6克,艾叶,9克,当归,9克,芍药,12克,地黄,18克
#49141#,雪梨汁,4升,藕汁,2升,地黄汁,2升,麦门冬汁,1升,萝卜汁,1升,白茅根,2升
#49297#,乌梅,10克,五倍子,10克,苦参,15克,射干,10克,炮山甲,10克,牡蛎,30克,火麻仁,10克
#49391#,桑白皮,15克,地骨皮,10克,花蕊石,15克,三七,3克,血余炭,10克,甘草,5克
#49503#,地黄,120克,小蓟根,15克,滑石,15克,通草,15克,蒲黄,15克,淡竹叶,15克,藕节,15克,当归,15克,桅子仁,15克,甘草,15克
#49504#,地黄,30克,小蓟,15克,滑石,15克,木通,9克,蒲黄,9克,藕节,9克,淡竹叶,9克,当归,6克,栀子,9克,甘草,6克
#49670#,百部,100g,藤苦参,100g,苦冬瓜,100g,箭根薯,100g,羊耳菊根,100g,蔓荆子茎及叶,100g
#49736#,鲜野苋草全草,500克,白糖,None
#49863#,羊胆干膏,53g,百部,150g,白及,200g,贝母,100g,甘草,60g
#50051#,地榆,12克,砂仁,7枚,甘草,4.5克,甘草,3克
#50147#,生地,24克,生白芍,12克,黄芩,12克,玄参,12克,石斛,12克,地骨皮,12克,牡蛎,30克,花蕊石,30克,陈棕炭,30克,侧伯叶,15克,藕节炭,12克
#50162#,当归,6克,炒白芍,6克,香附,6克,青皮,2.4克,柴胡,2.4克,川芎,2.4克,地黄,2.4克,甘草,1.5克
#50245#,黄连,165g,大黄,500g,黄芩,250g
#50398#,生苎麻根,30克,陈皮炒,10克,粳米,50克,大麦仁,50克,细盐,None
#50415#,黄连,25g,黄芩,150g,地黄,75g,赤芍,50g,当归,50g,槐角,100g,槐花,75g,荆芥,50g,地榆,75g,阿胶,50g
#50420#,黄芩,7.22千克,槐角,4.8千克,生地,3.6千克,芍药,2.4千克,槐花,3.6千克,阿胶,2.4千克,地榆,3.6千克,当归,2.4千克,芥穗,2.4千克,黄连,1.2千克
#50448#,琥珀屑,None,降真香末,None,血竭,None
#50522#,竹茹,60g,阿胶,20g,黄酒,400ml
#50638#,珍珠,9克,象皮,9克,冰片,9克,乳香,9克,没药,9克,鸡内金,9克,龙骨,60克,赤石脂,60克,血竭,12克,轻粉,12克,铅粉,30克,辰砂,6克
#50815#,生地,20克,黄芪,30克,藕节,10克,白芨,10克,山楂,10克,茜草,10克,枣仁,10枚,花生衣,6克
#50977#,珍珠,3克,乳香,3克,螵蛸,3克,琥珀,3克,象皮,3克,没药,3克,龙骨,3克,儿茶,3克,轻粉,3克,血竭,6克
#51063#,人参,30克,白芍,15克,黄芩,9克,生地,9克,益母草,3克,续断,6克,甘草,3克
﻿#1#,苦楝皮,30克,雄黄,30克,槐皮,15克
#51#,西黄,3克,琥珀,3克,辰砂,3克,梅冰,3克,雄精,3克,羚角片,9克,乳香,9克,犀角片,4.5克
#101#,天麻,15克,人参,15克,陈皮,15克,白术,15克,归身,15克,茯神,15克,荆芥,15克,僵蚕,15克,独活,15克,远志,15克,犀角,15克,麦门冬,15克,枣仁,15克,辰砂,15克,半夏,30克,天南星,30克,石膏,30克,甘草,9克,白附子,9克,川芎,9克,郁金,9克,丹参,9克,珍珠,9克,地黄,15克,黄连,15克,金箔,30片
#151#,茴香,一两半,藿香,一两半,丁香,一两半,地黄,一两半,肉桂,一两半,甘草,八两,山药,八两,当归,八两,白术,八两,白芷,八两,干姜,二两,川芎,二两,黄蓍,二两,木香,一两,陈皮,四两,芍药,十两
#201#,山楂,30克,天南星,30克,半夏,30克,麦芽,30克,神曲,30克,黄连,30克,连翘,15克,阿魏,15克,栝楼,15克,贝母,15克,皮硝,None,石碱,None,萝卜子,None,黄连,7.5克
#251#,艾叶,120g,香附,240g,茱萸,80g,肉桂,20g,当归,120g,川芎,80g,白芍,80g,地黄,40g,黄芪,80g,续断,60g
#351#,艾叶,1两,赤石脂,1两半,茯苓,1两
#401#,木香,None,槟榔,None,使君子肉,None,白芜荑仁,None,贯众,None,苦楝根白皮,None,虾蟆,None,夜明砂,None
#451#,当归,1钱,川芎,5分,白芍,1钱,熟地,1钱,生地,1钱,白术,2钱,砂仁,1钱,陈皮,5分,苏梗,5分,杜仲,2钱,续断,8分,阿胶,1钱,条芩,1钱半
#501#,阿胶,1钱,人参,1钱,茯苓,1钱,川归,1钱,生地,1钱,川芎,5分,甘草,5分,小茴,8分,人角茴,8分
#551#,人参,5分,白术,3分,茯苓,8分,山药,8分,当归,8分,陈皮,8分,半夏,8分,莲肉,8分,甘草,3分
#601#,人参,None,白术,None,茯神,None,当归,None,地黄,None,枣仁,None,麦门冬,None,半夏,None,枳实,None,黄连,None,竹茹,None,山栀,None,甘草,0.9克,辰砂1.5,None
#651#,酒地,4两,圆肉,2两,当归,2两,于术,1两5钱,川芎,1两,菖蒲,8钱,茯神,8钱,远志,8钱,枣仁,1两,黄耆,2两,杭芍,1两,党参,1两,炙草,1两
#701#,白豆蔻,1钱,苏子,1钱,藿香,1钱,胆南星,8分,陈皮,8分
#751#,桃仁,2钱,红花,2钱,山楂,2钱,归尾,2钱,益母草,2钱
#801#,鸱鸮,1个,穿山甲,1两2钱,桂枝,5钱5分,白芷,1钱5分,木贼草,3钱5分,山萸,1两,郁金,5钱,赤苓,5钱,赤芍,6钱,当归,1两,云苓,5钱,红花,5钱,白芍,6钱,全蝎,10条,麻黄,3钱5分,石斛,3两
#851#,防风,None,细辛,None,桔梗,None,茺蔚子,None,黄芩,None,大黄,None,五味子,None,薄荷,None,石膏,None,黄柏,None,草决明,None
#901#,甘草,None,陈小麦,None,麦门冬,None,茯苓,None,于葛,None,灯心,None,木通,None,人参,None
#951#,当归,4钱,川芎,2钱,赤芍,3钱,黄柏,3钱,栀子,3钱,黄连,3钱,茵陈,3钱,葳蕤仁,3钱,苍术,2钱,防风,2钱,白芷,2钱,茯苓,3钱,薄荷,2钱,泽泻,3钱,草决明,3钱,甘草,1钱
#1001#,当归,5钱,蝉退,1钱,僵蚕,1钱,天龙,1钱,大黄,1钱,石,5钱,老蜘蛛,2个
#1051#,陈皮,1两,苎麻根,1两,高良姜,3钱,粳米,半合
#1101#,陈皮,1两,防己,半两,茯苓,3分,槟榔,3分,木通,3分,紫苏,1两,木香,半两,大腹皮,1两
#1151#,苍术,1斤,莲肉,1斤,五味子,4两,茯苓,4两,枸杞,4两,地黄,4两
#1201#,三棱,None,莪术,None,宫桂,None,赤芍,None,香附,None,甘草,None,乌药,None
#1251#,滑石,1两,寒水石,1两,甘草,1两,辰砂,5分
