黄鳝,1.0,鸡内金,10.0
川椒,120.0,茯苓,30.0,川乌,30.0,茴香,60.0,苍术,120.0,甘草,60.0,熟地,90.0,山药,90.0
苍术,500.0
苍术不拘多少,1
苍术,500.0
肉苁蓉,500.0,牛膝,240.0,菟丝子,135.0,木瓜,4.0,黑附子,6.0,麋角,150.0,椒红,120.0,肉豆蔻,60.0,破故纸,90.0,楮实,105.0,巴戟天,90.0,木香,60.0,鹿茸,90.0,桂,90.0,蛇床子,60.0,槟榔,60.0,干姜,90.0
苁蓉,15.0,黑附子,15.0,牛膝,15.0,鹿茸,15.0,菟丝子,30.0
肉苁蓉,7.5,菟丝子,9.0,牛膝,6.75,白术,9.0,细辛,2.0,何首乌,9.0,续断,12.0,枸杞,1,山芋,1,菖蒲,1,车前子,12.0,巴戟天,6.0,菊花,7.0,破故纸,1,远志,6.0,地骨皮,12.0,覆盆子,9.0,地黄,12.0
磁石,90.0,雄黄,60.0,桂心,30.0,菟丝子,60.0,雄雀粪,0.3,牛酥,0.3
沉香,30.0,麝香,30.0,鹿茸,30.0
沉香,9.0,木香,9.0,白檀,9.0,胡桃,9.0,丁香,9.0,枸杞,9.0,茴香,9.0,全蝎,15.0,茴香,15.0,川楝,15.0,葫芦巴,15.0,破故纸,15.0,川山甲,9.0,菟丝子,15.0,巨胜子,15.0,远志,15.0,韭子,15.0,莲花蕊,9.0,川心巴戟,15.0,山药,15.0,茱萸,15.0,知母,15.0,仙灵脾,6.0,青皮,9.0,陈皮,9.0,茯苓,15.0,牛膝,9.0,黄精,15.0,天门冬,15.0,麦门冬,15.0,人参,9.0,地黄,6.0,乳香,6.0,地黄,6.0,细墨,15.0,五味子,15.0,肉苁蓉,15.0
木香,30.0,沉香,30.0,茴香,30.0,丁香,30.0,南番葫芦巴,30.0,石斛,30.0,破故纸,30.0,巴戟,30.0,牛膝,30.0,青皮,30.0,川芎,30.0,黑附子,15.0
破故纸,120.0,菟丝子,120.0,胡桃肉,30.0,乳香,7.5,没药,7.5,沉香,7.5
黄柏,250.0,知母,90.0,地黄,90.0,龟版,120.0,白芍,60.0,陈皮,60.0,牛膝,60.0,锁阳,45.0,当归,45.0,虎骨,30.0
白蒺藜,500.0,莲须,240.0,山萸,120.0,续断,120.0,覆盆子,120.0,枸杞,120.0,金樱子膏,120.0,菟丝饼,1,芡实米,1,龙骨,30.0
地黄,250.0,鼠苓,30.0,茯苓,120.0,黄柏,500.0,当归,9.0,枳壳,6.0,麦门冬,30.0,地黄,60.0,天门冬,60.0,拣参,60.0,菊花,60.0,生芩,30.0
茴香,30.0,黑附子,15.0,巴戟天,15.0,陈皮,30.0,陈皮,15.0,破故纸,15.0,青盐,15.0,牛膝,30.0,川椒,30.0
青蒿,60.0,柴胡,60.0,芍药,30.0,五加皮,30.0,续断,30.0,石斛,30.0,黄耆,30.0,羌活,30.0,以上锉,1,以无灰酒,2.0,童便浸,2.0,置日中晒3日,1,逐日转动,1,日足漉出焙干,1,捣罗为末,1,其浸药之酒,1,当归,30.0,牛膝,30.0,桃仁,45.0,肉苁蓉,45.0,地黄汁,3.0,五味子,3.75,地黄汁外,1,捣罗为末,1,地黄汁并入前浸药酒内,1,慢火熬,1,时时搅转,1,令膏凝,1,即住火,1,芎?,30.0,人参,30.0,茯苓,30.0,桂,30.0,黑附子,30.0,蛇床子,30.0,卷柏,30.0,川椒,30.0,厚朴,30.0,木香,30.0,荜澄茄,30.0
牛膝,6.75,地黄,12.0,枳壳,6.0,地骨皮,12.0,菟丝子,9.0,远志,6.0
葫芦巴,15.0,高良姜,15.0,破故纸,15.0,乌头,15.0,威灵仙,15.0,茴香,45.0,槟榔,2.0
乌头,30.0,威灵仙,30.0,巴戟天,30.0,苍术,30.0,芍药,30.0
鹿角胶,250.0,杜仲,90.0,山药,60.0,茯苓,60.0,地黄,60.0,菟丝子,45.0,茱萸,45.0,五味子,30.0,牛膝,30.0,益智仁,30.0,远志,30.0,茴香,30.0,川楝,30.0,川巴戟,30.0,破故纸,30.0,胡芦巴,30.0,柏子仁,15.0,川山甲,9.0,沉香,9.0,全蝎,4.5
豨莶草,1.0,白蒺藜,1.0,天冬,240.0,熟地,240.0,人参,240.0,茯神,12.0,枣仁,12.0,枸杞,12.0,牛膝,12.0,杜仲,12.0,续断,12.0,五加皮,12.0,山药,12.0,山萸,12.0,白术,12.0,菟丝饼,12.0,沉香,12.0,朱砂,12.0,天南星,12.0,沙苑子,12.0,半夏,12.0,鹿茸,12.0,虎胆,12.0,乳香,60.0,没药,60.0,黄芩,60.0,山楂,60.0,龙骨,60.0,地龙,60.0,土鳖,60.0,甜瓜子,60.0,骨碎补,60.0,肉桂,60.0,黑附子,60.0,甘草,60.0
萆薢,500.0,破故纸,120.0,狗脊,60.0,巴戟天,60.0,牛膝,60.0,茴香,60.0
萆薢,45.0,当归,30.0,厚朴,30.0,干姜,30.0,荆三棱,30.0,桂,30.0,黑附子,30.0,陈皮,180.0
萆薢,120.0,牛膝,120.0,菖蒲,120.0,天台乌药,60.0,薏仁,60.0
破故纸,75.0,骨碎补,60.0,杜仲,30.0,牛膝,30.0,续断,30.0,肉苁蓉,30.0,黑,1,豆,30.0,当归,30.0,鸡血藤膏,15.0,三七,15.0,血琥珀,9.0,麒麟竭,15.0,沉香,15.0
白薇,30.0,车前子,15.0,当归,15.0,芎藭,15.0,蛇床子,15.0,藁本,0.8999999999999999,卷柏,0.8999999999999999,白芷,0.8999999999999999,覆盆子,0.8999999999999999,桃仁,0.8999999999999999,麦门冬,75.0,人参,0.8999999999999999,桂心,0.8999999999999999,菖蒲,0.8999999999999999,细辛,15.0,干姜,15.0,地黄,30.0,川椒,30.0,茯苓,0.8999999999999999,远志,0.6,龙骨,30.0
鹿角,5000.0,天门冬,120.0,麦门冬,120.0,黄柏,90.0,知母,90.0,虎胫骨,90.0,龟版,90.0,枸杞,120.0,山药,120.0,肉苁蓉,120.0,茯苓,120.0,茱萸,120.0,破故纸,120.0,生地,120.0,当归,120.0,菟丝子,180.0,熟地,180.0,白芍,90.0,牛膝,90.0,杜仲,90.0,人参,90.0,白术,90.0,五味子,30.0,枣仁,30.0,远志,60.0,甘草,60.0,砂仁,30.0
鹿角霜,300.0,鹿角胶,120.0,人参,120.0,杜仲,90.0,牛膝,120.0,茯苓,120.0,芡实,120.0,黄柏,120.0,当归,90.0,山药,120.0,黄耆,120.0,知母,120.0,生地,120.0,五味子,60.0,枸杞,90.0
鹿角胶,300.0,鹿角霜,300.0,菟丝子,300.0,柏子仁,300.0,地黄,300.0
黑附子,30.0,乌头,60.0,草乌,60.0,防风,250.0,蛇床子,60.0,莨菪子,60.0,马蔺子,60.0,茱萸,60.0
朱砂,30.0,磁石,30.0,赤石脂,30.0,代赭石,30.0,人中黄,30.0,禹余粮,30.0,乳香,30.0,没药,30.0
茯苓,2.0,黄耆,180.0,肉苁蓉,120.0,人参,18.0,枸杞,180.0,破故纸,150.0,何首乌,250.0,秋石,120.0,人乳,250.0
当归,30.0,生地,30.0,杜仲,30.0,牛膝,30.0,枸杞,30.0,五加皮,60.0,茯苓,120.0
何首乌,180.0,牛膝,180.0,茱萸,120.0,柏子仁,120.0,知母,120.0,黄柏,120.0,当归,120.0,败龟版,120.0
伏火朱砂,30.0,真磁石,30.0,赤石脂,30.0,代赭石,30.0,石中黄,30.0,禹余粮,30.0,乳香,30.0,没药,30.0
天门冬,30.0,麦门冬,30.0,远志,30.0,谷精草,30.0,地黄,30.0,地黄,30.0,黑附子,30.0,茴香,30.0,茴香,30.0,羌活,30.0,木鳖子,30.0,独活,30.0
人参,15.0,当归,15.0,白茯,15.0,乌药,15.0,杏仁,15.0,砂仁,15.0,川乌,15.0,草乌,15.0,何首乌,15.0,五加皮,15.0,枸杞,15.0,牛膝,15.0,杜仲,15.0,肉桂,15.0,苍术,15.0,肉苁蓉,30.0,破故纸,30.0,甘草,30.0,木香,9.0,枳壳,9.0,干姜,9.0,虎骨,9.0,香附,9.0,白芷,9.0,厚朴,9.0,陈皮,9.0,白术,9.0,川芎,9.0,麻黄,9.0,独活,9.0,羌活,9.0,川椒,9.0,白芍,9.0,生地,9.0,熟地,9.0,天冬,9.0,麦冬,9.0,防风,9.0,荆芥,9.0,五味子,9.0,茴香,9.0,细辛,9.0,沉香,9.0,白蔻,9.0,枣仁,60.0,真蜜,500.0,核桃仁,120.0,真酥油,250.0,天麻,9.0,生姜,120.0
西洋参,3.0,黄耆,9.0,当归,6.0,川芎,4.5,熟地,15.0,白芍,9.0,枸杞,15.0,山药,15.0,续断,9.0,砂仁,3.0,三七,4.5,破故纸,9.0,骨碎补,9.0,木瓜,9.0,甘草,3.0
当归,30.0,五加皮,30.0,生地,30.0,破故纸,15.0,骨碎补,15.0,功劳叶,15.0,薏仁,15.0,紫荆皮,15.0,木香,9.0,羌活,9.0,川芎,24.0,杜仲,24.0,莪术,9.0,桃仁,9.0,虎骨,36.0
西洋参,3.0,黄耆,9.0,当归,6.0,川芎,4.5,熟地,15.0,白芍,9.0,枸杞,15.0,山药,15.0,续断,9.0,砂仁,3.0,三七,4.5,破故纸,9.0,骨碎补,9.0,木瓜,9.0,甘草,3.0
当归,15.0,熟地,15.0,杜仲,15.0,制苁蓉,15.0,炙黄耆,15.0,酒天冬,15.0,麦冬,15.0,五味子,15.0,高丽参,15.0,牛膝,15.0,鹿茸,15.0,杏仁,15.0,蛇床子,15.0,酒川断,15.0,紫霄花,15.0,盐菟丝,15.0,虎胫骨,15.0,谷精草,15.0,香附,15.0,生地,15.0,远志,15.0,制山甲,15.0,木鳖子,15.0,男子头发,15.0,大蛤蚧,1.0
菖蒲,1,山药,22.5,牛膝,6.75,远志,6.0,巴戟,1,续断,12.0,五味子,3.75,楮实子,9.0,杜仲,7.5,茱萸,1,茯神,12.0,熟地,1,茴香,6.0,肉苁蓉,7.5,枸杞,1
厚朴,60.0,苍术,60.0,甘草,60.0,陈皮,250.0
川芎,45.0,黑附子,45.0,地黄,60.0,白术,60.0,防风,60.0,当归,60.0,芍药,60.0,杜仲,60.0,羌活,30.0,人参,30.0,甘草,30.0,牛膝,30.0
川芎,45.0,黑附子,45.0,地黄,60.0,白术,60.0,防风,60.0,当归,60.0,芍药,60.0,黄耆,60.0,杜仲,60.0,甘草,30.0,牛膝,30.0
防风,60.0,白术,60.0,杜仲,60.0,当归,60.0,地黄,60.0,芍药,60.0,黄耆,60.0,羌活,30.0,牛膝,30.0,甘草,30.0,人参,30.0,黑附子,45.0,川芎,45.0
石斛,45.0,萆薢,30.0,柏子仁,6.0,石龙芮,0.8999999999999999,泽泻,0.8999999999999999,黑附子,30.0,杜仲,30.0,牛膝,45.0,芍药,0.8999999999999999,云母粉,30.0,松柏,30.0,防风,0.8999999999999999,茱萸,0.8999999999999999,菟丝子,30.0,细辛,0.8999999999999999,鹿茸,30.0,巴戟,30.0
黑附子,60.0,川乌,60.0,白附子,60.0,白蒺藜,30.0,白僵蚕,30.0,五灵脂,30.0,没药,15.0,白矾,15.0,麝香净肉,15.0,细香墨,15.0,朱砂,15.0,金箔200箔,1
细辛,0.8999999999999999,桂心,0.8999999999999999,黄芩,0.8999999999999999,茱萸,0.8999999999999999,厚朴,0.8999999999999999,杏仁,30.0,干姜,0.8999999999999999,川椒,0.8999999999999999,远志,0.8999999999999999,小草,0.6,芍药,0.6,黑附子,0.6,当归,0.6,黄连,0.6
大朱砂,500.0
地黄,500.0,糯米5斗,1,面曲,2500.0
地黄,2500.0,五加皮,150.0,牛膝,250.0
肉苁蓉,35.0,黑附子,35.0,木鳖子,50.0,天南星,30.0,白附子,30.0,覆盆子,30.0,菟丝子,30.0,赤小豆,30.0,骨碎补,30.0,何首乌,30.0,川乌,10.0,甘草,10.0,川椒,35.0,地龙,50.0,防风,30.0,羊膝,35.0,草薢,30.0,羌活,30.0,狗脊,30.0,人参,20.0,黄芪,20.0,白术,10.0,茯苓,10.0,白酒,3000.0
萆薢,15.0,防风,15.0,白蒺藜,15.0,狗脊,15.0,乌药,15.0,黑附子,15.0,白附子,15.0,赤小豆,15.0,地龙,15.0,骨碎补,15.0,茴香,15.0,羌活,15.0,天南星,15.0,黄耆,15.0,肉苁蓉,30.0,牛膝,30.0,何首乌,30.0,川椒,30.0,覆盆子,30.0,木鳖子,0.8999999999999999
人参,3.0,白术,3.0,黄耆,3.0,甘草,1.5,川归,3.0,川芎,3.0,芍药,3.0,地黄,3.0,防风,2.1,防己,2.1,羌活,2.1,牛膝,2.1,杜仲,3.0,萆薢,3.0,黑附子,2.1
乌头,120.0,黑附子,120.0
地黄,90.0,地黄,60.0,菟丝子,30.0,茱萸,180.0,肉苁蓉,30.0,败龟版,90.0,人参,30.0,黄耆,30.0,黄柏,90.0,牛膝,30.0,枸杞,30.0,破故纸,30.0,五味子,30.0,白术,90.0,芍药,30.0,当归,60.0,虎胫骨,30.0,杜仲,30.0,山药,30.0,知母,60.0,陈皮,30.0,茯苓,30.0
地黄,90.0,龟版,90.0,白术,90.0,黄柏,90.0,知母,120.0,当归,120.0,地黄,120.0,芍药,120.0,麦冬,120.0,天冬,60.0
地黄,90.0,白术,90.0,败龟版,90.0,黄柏,90.0,知母,60.0,当归,60.0,地黄,60.0,茱萸,60.0,芍药,30.0,茯苓,30.0,人参,30.0,绵黄耆,30.0,山药,30.0,陈皮,30.0,五味子,30.0,枸杞,30.0,破故纸,30.0,菟丝子,30.0,杜仲,30.0,牛膝,30.0,苁蓉,30.0,虎胫骨,30.0
磁石,60.0,硇砂,15.0
何首乌,500.0,牛膝,250.0
生地,300.0,枣仁,1,当归,60.0,海桐皮,60.0,羌活,60.0,萆薢,60.0,地骨皮,45.0,牛膝,45.0,桂枝,15.0,甘草,15.0
牛膝,500.0,乳香,15.0,没药,15.0,木瓜,500.0,天麻,500.0,肉苁蓉,500.0,黑附子,60.0,虎胫骨,60.0
黑附子,2.0,木瓜,4.0,牛膝,60.0,白术,30.0,薏仁,30.0,羌活,15.0,杜仲,15.0,续断,15.0,萆薢,15.0,防风,15.0,五加皮,15.0,地黄,15.0
黑附子,300.0,川芎,180.0,木瓜,7.5,牛膝,250.0,羌活,120.0
覆盆子,30.0,远志,30.0,杜仲,30.0,柏子仁,60.0,枸杞,60.0,地肤子,30.0,胡桃仁,60.0
人参,60.0,茯苓,60.0,远志,30.0,牛膝,30.0,杜仲,30.0,黄耆,30.0,菖蒲,30.0,当归,30.0,苍术,30.0,菊花,30.0,地骨皮,30.0,天麻,15.0,半夏,15.0,地黄,15.0,地黄,15.0,益智,15.0,萆薢,15.0,羌活,15.0
菟丝子,51.0,淫羊藿,43.0,续断,43.0,锁阳,51.0,狗脊,64.0,枣仁,43.0,何首乌,64.0,甘草,21.0,陈皮,21.0,鹿角胶,9.0,地黄,64.0,龟甲胶,13.0,金樱子,51.0,黄芪,43.0,山药,43.0,覆盆子,85.0
骨碎补10.2%,1,防己10.2%,1,地黄21.7%,1,黑豆13.5%,1,金樱子13.5%,1
菊花,60.0,枸杞,120.0,地黄,90.0,山药,15.0
枸杞,1
枸杞,60.0,地黄,30.0,人参,30.0,茯神,30.0,黑附子,30.0,覆盆子,30.0,五味子,30.0,薯蓣,30.0,菟丝子,30.0,肉苁蓉,30.0,石斛,30.0,茱萸,30.0,桂心,30.0
黄雌鸡,1.0,杏仁,10.0,地黄,90.0,粳米,3.0
熟地,90.0,生地,120.0,当归,120.0,萆薢,60.0,羌活,30.0,独活,30.0,牛膝,60.0,秦艽,90.0,苍术,60.0,块广皮,60.0,川断,60.0,麦冬,90.0,枸杞,60.0,川桂皮,15.0,茴香,30.0,乌药,30.0,丹皮,60.0,木瓜,60.0,五加皮,120.0
蒲公英,500.0,解盐,30.0,香附,15.0
虎胫骨,30.0,败龟板,60.0,苍术,90.0,黄柏,60.0,防己,120.0,归梢,60.0,牛膝,45.0
虎胫骨,1.0,糯米,2500.0,曲,1
虎骨,240.0,萆薢,240.0,淫羊藿,240.0,薏仁,240.0,牛膝,240.0,熟地,240.0,当归,15.0,羌活,15.0,乌药,15.0,五加皮,15.0,苍术,15.0,防风,15.0,青皮,15.0,独活,15.0,丹皮,15.0,川芎,15.0,白芷,15.0,木瓜,15.0,白芍,15.0,紫草,15.0,枸杞,15.0,红花,15.0,破故纸,15.0,川乌,15.0,草乌,15.0,陈皮,240.0,萎蕤,240.0,红糖,2880.0,红曲,600.0,蜂蜜,4800.0,乳香,60.0,没药,60.0,油松节,120.0,官桂面,15.0,木香面,15.0,丁香,15.0,檀香面,15.0,紫豆蔻面,15.0,佛手面,15.0,砂仁面,15.0,蕲蛇,15.0,人参面,15.0,鹿茸面,15.0,麝香,0.6,杜仲,15.0,续断,15.0
虎骨,30.0,当归,15.0,天雄,15.0,黑附子,15.0,肉苁蓉,15.0,牛膝,15.0,萆薢,15.0,肉桂,15.0,枣仁,15.0,茯神,15.0,绵黄耆,15.0,远志,15.0,石斛,15.0
虎胫骨,60.0,萆薢,60.0,牛膝,60.0,仙灵脾,60.0,薏仁,60.0,地黄,60.0
虎骨,240.0,薏仁,240.0,当归,15.0,五加皮,15.0,青皮,15.0,川芎,15.0,白芍,15.0,红花,15.0,草乌,15.0,红糖,2880.0,萆薢,240.0,牛膝,240.0,羌活,15.0,苍术,15.0,独活,15.0,白芷,15.0,紫草,15.0,陈皮,240.0,破故纸,15.0,红曲,600.0,淫羊蕾,240.0,熟地,240.0,乌药,15.0,防风,15.0,丹皮,15.0,木瓜,15.0,枸杞,15.0,川乌,15.0,萎蕤,240.0,蜂蜜,4800.0,乳香,60.0,官桂面,15.0,檀香面,15.0,砂仁面,15.0,鹿茸面,15.0,续断,15.0,没药,60.0,木香面,15.0,紫豆蔻面,15.0,蕲蛇,15.0,麝香,0.6,油松节,120.0,丁香,15.0,佛手面,15.0,人参面,15.0,杜仲,15.0
石斛,30.0,石楠叶,30.0,防风,30.0,虎胫骨,30.0,当归,30.0,茵芋叶,30.0,杜仲,30.0,牛膝,30.0,芎?,30.0,狗脊,30.0,续断,30.0,川巴戟,30.0
威灵仙,90.0,川乌,90.0,陈皮,90.0,防风,90.0,川楝,90.0,萆薢,90.0,乌药,150.0,川椒,60.0,赤小豆,240.0,茴香,240.0,地龙,210.0
茴香,60.0,川乌,60.0,川楝,60.0,陈皮,60.0,萆薢,60.0,地龙,60.0,旋覆花,60.0,川椒,60.0
海桐皮,30.0,楝实,30.0,木香,30.0,石斛,30.0,茴香,30.0,牛膝,30.0,槟榔,30.0,芎藭,0.3
海参,500.0,当归,120.0,巴戟肉,120.0,牛膝,120.0,破故纸,120.0,龟版,120.0,鹿角胶,120.0,枸杞,120.0,羊肾,10.0,杜仲,240.0,菟丝子,240.0,胡桃肉,100.0,猪脊髓,10.0
狗脊,1,苍术,1,香附,1,陈皮,1,没药,4.0,一十,60.0,威灵仙,1,草乌,1
狗脊,2000.0,苍术,3000.0,香附,7.0,陈皮,5.0,没药,360.0,威灵仙,1000.0,草乌,1.0
川乌,60.0,草乌,60.0,木鳖子,3.0,斑蝥,100.0,乌蛇,30.0,白花蛇,30.0,好墨,30.0,白胶香,30.0,当归,45.0,五灵脂,3.0
何首乌,500.0,牛膝,15.0,天南星,120.0,菖蒲,120.0
何首乌,1,牛膝,1
何首乌,1500.0,牛膝,500.0
何首乌,1.0,菖蒲,250.0,牛膝,500.0,天南星,120.0
何首乌,500.0,芍药,120.0,牛膝,120.0,地黄,120.0
牛膝,120.0,枣仁,120.0,何首乌,500.0,黑豆,250.0
鸡血藤,12.0
川椒,120.0,胡芦巴,120.0,巴戟天,120.0,地龙,120.0,苍术,480.0,乌药,480.0,川乌,240.0,羌活,240.0,茴香,240.0,赤小豆,240.0,马蔺子,240.0,金铃子,240.0,石斛,240.0,青盐,60.0
金刚莲,900.0,五加皮,900.0,马钱子霜,900.0,三七,15.0,见血清,60.0,捆仙绳,1,18厘米,1
槟榔,30.0,黄连,30.0,青皮,30.0,陈皮,30.0,木香,30.0,沉香,30.0,巴戟,30.0,当归,30.0,广荗,30.0,枳壳,30.0,香附,30.0,甘草,30.0,大黄,30.0,黄柏,90.0,牵牛头末,120.0
菊花,2500.0,地黄,2500.0,枸杞,2500.0
地黄,60.0,赤芍,60.0,当归,60.0,石南藤,60.0,白芷,90.0,骨碎补,90.0,五灵脂,30.0,肉桂,30.0,山桂皮,30.0,荆芥,30.0,桔梗,120.0,川乌,15.0,草乌,15.0,雄黑豆,120.0
五灵脂,30.0,延胡索,30.0,破故纸,30.0,茴香,30.0,庵,1,草,30.0,橘核,30.0,黑牵牛,30.0,棠球子,120.0,川楝,15.0
川椒,90.0,巴戟,30.0,茴香,30.0,川楝,30.0,山药,30.0
川椒,90.0,牛膝,120.0,地黄,150.0,黑附子,60.0,石斛,30.0,桂心,60.0,肉苁蓉,60.0,巴戟,30.0,菟丝子,60.0,木香,30.0,茱萸,30.0,鹿茸,60.0,丹参,30.0,磁石,60.0
川乌,9.0,白芷,6.0,牛膝,15.0,当归,30.0,黄丹,15.0,贝母,6.0,磈润,3.0,白蔹,6.0,白及,6.0,没药,21.0,乳香,15.0,杏仁,90.0,沥青,15.0,香油半盏,1,白胶香,90.0
黄榔刺树根,120.0,小雄鸡,1.0,糯米饭1盏,1
骨碎补,90.0,续断,90.0,马钱子,60.0,白及,60.0,硼砂,60.0,草乌,60.0,川乌,60.0,牛膝,60.0,苏木,60.0,杜仲,60.0,伸筋草,60.0,透骨草,60.0,羌活,30.0,独活,30.0,麻黄,30.0,五加皮,30.0,皂角核,30.0,红花,30.0,泽兰叶,30.0,虎骨,24.0
萆薢,30.0,杜仲,30.0,肉苁蓉,30.0,巴戟天,30.0,天麻,30.0,僵蚕,30.0,全蝎,30.0,木瓜,30.0,乌贼骨,30.0,菟丝子,15.0,精制马钱子,60.0
苁蓉,1,牛膝,6.75,天麻,6.0,木瓜干,1,鹿茸,1.5,地黄,12.0,菟丝子,9.0,五味子,3.75
拣参,60.0,嫩鹿茸,60.0,肉苁蓉,90.0,枸杞,60.0,茱萸,60.0,山药,60.0,五味子,60.0,菖蒲,60.0,嫩黄耆,60.0,川巴戟,60.0,黄柏,60.0,知母,60.0,柏子仁,60.0,地黄,60.0,菟丝子,60.0,天门冬,60.0,当归,60.0,麦门冬,60.0,远志,60.0,茴香,60.0,茯神,60.0,地黄,60.0,杜仲,60.0,牛膝,60.0
仙茅,1000.0,苍术,1000.0,茯苓,240.0,车前子,360.0,茴香,240.0,枸杞,500.0,地黄,120.0,地黄,120.0,柏子仁,240.0
人参,300.0,生黄耆,2.0,故纸,2.0,枸杞,2500.0,生白芍,2.0,龟版,2.0,牛膝,2500.0,熟地,2.0,独活,2.0,黑附子,300.0,秦艽,2.0,木瓜,2500.0,黄柏,2.0,知母,2.0,当归,2.0,枣仁,1000.0,菖蒲,1000.0,制虎骨,3.0,菟丝子,2.0,茯苓,2.0,防风,2.0,锁阳,2.0,续断,2500.0,杜仲炭,2.0,羌活,2.0,远志,2.0
黄柏,40.0,知母,20.0,地黄,20.0,当归,10.0,白芍,15.0,牛膝,35.0,豹骨,10.0,龟甲,40.0,陈皮,7.5,干姜,5.0,锁阳,10.0,羊肉,320.0
知母,0.8999999999999999,人参,0.8999999999999999,茯苓,0.8999999999999999,川椒,15.0,栝楼,45.0,防风,90.0,白术,90.0,泽泻,60.0,干姜,30.0,黑附子,30.0,桂心,30.0,细辛,30.0
鹿茸,30.0,肉苁蓉,120.0,远志,30.0,续断,30.0,蛇床子,30.0,巴戟,30.0,茴香,30.0,车前子,30.0
丹参,12.0
地黄,210.0,肉苁蓉,140.0,狗脊,140.0,女贞子,70.0,淫羊藿,140.0,鸡血藤,140.0,莱菔,70.0,骨碎补,140.0,牛膝,140.0
苍术,500.0,川柏皮,2000.0
地龙,22.5,虎前脚骨,30.0,续断,30.0,萆薢,30.0,乳香,15.0,穿山甲,15.0,没药,7.5,茴香,30.0,狗脊,30.0,当归,30.0,砂仁,30.0,鹿茸,30.0,杜仲,60.0,青盐,22.5,菟丝,120.0
