0.32,0.32,0.36
0.378,0.369,0.253
0.333,0.333,0.334
0.004,0.004,0.006,0.571,0.365,0.042,0.009
0.106,0.106,0.106,0.293,0.117,0.106,0.165
0.21,0.114,0.292,0.066,0.148,0.137,0.032
0.154,0.222,0.201,0.014,0.187,0.221
0.008,0.008,0.277,0.027,0.518,0.155,0.007
0.001,0.001,0.002,0.993,0.001,0.001
0.16,0.16,0.004,0.018,0.16,0.16,0.019,0.16,0.16
1.0
0.098,0.079,0.08,0.742
0.081,0.124,0.081,0.081,0.081,0.083,0.084,0.081,0.081,0.222
0.5,0.5
0.019,0.032,0.312,0.015,0.311,0.312
1.0
0.882,0.059,0.059
1.0
0.497,0.005,0.497
0.005,0.009,0.982,0.004
0.352,0.148,0.071,0.289,0.07,0.07
0.18,0.251,0.138,0.145,0.285
0.135,0.119,0.122,0.12,0.025,0.099,0.045,0.122,0.082,0.122,0.01
0.003,0.003,0.003,0.487,0.003,0.05,0.003,0.003,0.003,0.003,0.427,0.007,0.003
0.449,0.42,0.013,0.118
1.0
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.052,0.605,0.029,0.052,0.052,0.052,0.052,0.052,0.052
0.069,0.03,0.036,0.866
0.164,0.164,0.168,0.176,0.164,0.164
1.0
0.03,0.016,0.017,0.016,0.016,0.016,0.017,0.871
0.066,0.347,0.057,0.284,0.057,0.057,0.133
0.468,0.532
0.001,0.001,0.067,0.004,0.001,0.105,0.001,0.43,0.001,0.263,0.001,0.001,0.108,0.001,0.009,0.001
0.025,0.006,0.246,0.352,0.01,0.004,0.13,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.212,0.001,0.004
0.054,0.007,0.007,0.007,0.04,0.878,0.007
0.117,0.146,0.006,0.16,0.171,0.238,0.151,0.011
0.2,0.028,0.191,0.581
0.175,0.015,0.028,0.016,0.015,0.03,0.015,0.614,0.015,0.015,0.015,0.015,0.015,0.015
0.007,0.006,0.006,0.006,0.006,0.006,0.009,0.006,0.048,0.028,0.035,0.006,0.008,0.006,0.423,0.007,0.006,0.367,0.011
0.296,0.11,0.576,0.009,0.008
1.0
1.0
0.341,0.318,0.341
0.034,0.002,0.93,0.032,0.002
0.481,0.019,0.019,0.481
0.075,0.01,0.011,0.269,0.148,0.048,0.01,0.29,0.039,0.01,0.021,0.059,0.01
0.361,0.373,0.266
0.004,0.965,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
0.149,0.062,0.195,0.145,0.15,0.147,0.116,0.036
1.0
0.25,0.25,0.25,0.25
0.167,0.165,0.167,0.167,0.167,0.168
0.5,0.5
0.359,0.286,0.356
0.649,0.351
0.328,0.017,0.328,0.328
0.014,0.014,0.014,0.014,0.014,0.132,0.014,0.014,0.014,0.014,0.029,0.562,0.014,0.11,0.014,0.014
0.088,0.088,0.088,0.088,0.088,0.088,0.033,0.088,0.088,0.088,0.088,0.088
1.0
0.197,0.205,0.075,0.197,0.071,0.025,0.205,0.025
0.023,0.009,0.094,0.094,0.216,0.094,0.193,0.278
0.167,0.167,0.5,0.167
0.361,0.604,0.008,0.012,0.008,0.008
0.46,0.395,0.039,0.03,0.036,0.04
0.038,0.005,0.012,0.005,0.041,0.715,0.005,0.005,0.151,0.022
0.038,0.012,0.005,0.041,0.718,0.005,0.005,0.151,0.023
0.018,0.018,0.018,0.018,0.324,0.018,0.588
0.133,0.052,0.219,0.062,0.259,0.123,0.051,0.101
0.254,0.06,0.596,0.09
0.022,0.188,0.022,0.393,0.188,0.188
0.025,0.025,0.494,0.069,0.386
0.077,0.08,0.08,0.08,0.08,0.08,0.37,0.154
0.038,0.392,0.182,0.038,0.182,0.168
0.033,0.798,0.039,0.033,0.033,0.033,0.033
0.013,0.013,0.019,0.013,0.02,0.017,0.905
0.342,0.167,0.208,0.283
0.023,0.023,0.446,0.508
0.537,0.033,0.43
0.48,0.52
0.5,0.5
1.0
0.008,0.008,0.008,0.008,0.008,0.008,0.953
0.008,0.008,0.008,0.008,0.008,0.008,0.953
0.009,0.009,0.009,0.009,0.27,0.009,0.392,0.009,0.009,0.009,0.079,0.009,0.009,0.169
0.307,0.069,0.625
0.026,0.185,0.157,0.167,0.025,0.016,0.026,0.055,0.049,0.113,0.016,0.111,0.025,0.028
0.028,0.168,0.069,0.027,0.028,0.116,0.155,0.054,0.031,0.153,0.028,0.116,0.027
0.996,0.004
1.0
0.993,0.007
0.108,0.181,0.181,0.17,0.181,0.181
0.255,0.244,0.245,0.256
0.498,0.502
0.505,0.495
0.518,0.482
0.152,0.771,0.02,0.019,0.019,0.019
0.152,0.771,0.019,0.019,0.02,0.019
0.779,0.102,0.102,0.018
0.5,0.024,0.002,0.002,0.454,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
0.955,0.016,0.015,0.015
0.004,0.004,0.004,0.004,0.004,0.973,0.004,0.004
0.5,0.5
0.952,0.048
0.955,0.016,0.015,0.015
0.319,0.127,0.305,0.11,0.001,0.001,0.001,0.137,0.001
0.52,0.48
1.0
0.246,0.013,0.214,0.233,0.011,0.273,0.011
0.288,0.384,0.328
0.001,0.001,0.034,0.963,0.001
0.498,0.502
0.672,0.328
0.764,0.236
0.103,0.129,0.005,0.14,0.126,0.01,0.203,0.133,0.15
1.0
0.878,0.01,0.025,0.022,0.026,0.014,0.013,0.012
0.905,0.013,0.029,0.013,0.013,0.013,0.013
0.328,0.005,0.005,0.339,0.003,0.32
0.01,0.01,0.01,0.01,0.046,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.846
0.032,0.005,0.025,0.934,0.004
0.375,0.245,0.379
0.843,0.157
1.0
0.28,0.245,0.475
0.358,0.026,0.026,0.456,0.083,0.026,0.026
0.054,0.054,0.108,0.053,0.054,0.097,0.097,0.097,0.097,0.097,0.097,0.097
0.006,0.14,0.201,0.004,0.108,0.113,0.193,0.004,0.011,0.066,0.004,0.14,0.004,0.004
0.001,0.001,0.001,0.996
0.083,0.084,0.137,0.034,0.08,0.081,0.081,0.083,0.083,0.081,0.136,0.037
0.352,0.372,0.123,0.148,0.006
0.005,0.005,0.336,0.005,0.006,0.636,0.005
0.873,0.063,0.063
0.012,0.887,0.012,0.012,0.012,0.011,0.012,0.012,0.009,0.012,0.012
0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083
0.225,0.021,0.004,0.023,0.004,0.004,0.707,0.004,0.004,0.004
0.04,0.182,0.247,0.05,0.126,0.131,0.168,0.026,0.031
0.183,0.294,0.016,0.032,0.047,0.015,0.282,0.038,0.093
0.131,0.054,0.127,0.123,0.118,0.13,0.131,0.131,0.054
0.148,0.148,0.262,0.148,0.148,0.148
0.959,0.004,0.004,0.004,0.004,0.004,0.004,0.006,0.007,0.005
0.003,0.003,0.373,0.003,0.003,0.605,0.003,0.003,0.003
0.043,0.582,0.296,0.011,0.011,0.012,0.01,0.012,0.012,0.012
0.002,0.035,0.959,0.004
0.12,0.116,0.049,0.12,0.12,0.076,0.112,0.118,0.049,0.12
0.211,0.017,0.015,0.039,0.232,0.015,0.015,0.015,0.44
0.345,0.284,0.372
0.5,0.5
0.012,0.828,0.035,0.014,0.067,0.043
0.103,0.067,0.831
0.524,0.005,0.005,0.432,0.008,0.008,0.005,0.012
0.452,0.096,0.452
0.2,0.2,0.2,0.2,0.2
1.0
0.208,0.474,0.277,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0.051,0.121,0.123,0.123,0.115,0.122,0.123,0.051,0.119,0.051
0.74,0.26
0.002,0.003,0.002,0.002,0.006,0.002,0.981,0.002,0.002
0.287,0.324,0.0,0.0,0.386,0.0,0.0,0.0,0.0
0.082,0.118,0.799
0.049,0.039,0.039,0.372,0.039,0.04,0.423
0.134,0.134,0.134,0.071,0.134,0.133,0.131,0.127
0.062,0.068,0.077,0.792
1.0
0.103,0.151,0.078,0.002,0.11,0.031,0.15,0.176,0.083,0.031,0.084,0.001
0.009,0.315,0.011,0.01,0.649,0.006
0.333,0.333,0.333
0.425,0.575
0.5,0.5
0.333,0.333,0.333
0.781,0.219
0.316,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086
0.016,0.063,0.016,0.515,0.019,0.048,0.307,0.016
0.007,0.007,0.007,0.007,0.007,0.007,0.011,0.007,0.935,0.004
1.0
0.082,0.082,0.186,0.082,0.158,0.082,0.082,0.082,0.082,0.082
0.09,0.09,0.09,0.09,0.091,0.09,0.09,0.09,0.095,0.09,0.09
0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.111,0.099,0.099
0.005,0.002,0.005,0.001,0.425,0.547,0.008,0.008
0.005,0.008,0.547,0.002,0.005,0.001,0.008,0.425
0.027,0.973
0.231,0.166,0.33,0.003,0.003,0.003,0.003,0.003,0.253,0.003,0.003
0.042,0.254,0.319,0.039,0.314,0.032
0.035,0.026,0.026,0.029,0.884
0.245,0.755
0.342,0.108,0.331,0.219
0.28,0.219,0.284,0.218
0.02,0.02,0.02,0.02,0.02,0.02,0.831,0.032,0.02
0.5,0.5
0.5,0.5
0.154,0.153,0.054,0.056,0.093,0.047,0.041,0.071,0.23,0.1
0.143,0.123,0.106,0.092,0.184,0.069,0.068,0.071,0.068,0.076
0.5,0.5
0.182,0.033,0.094,0.034,0.048,0.078,0.055,0.175,0.019,0.021,0.021,0.181,0.024,0.034,0.001
0.016,0.016,0.096,0.095,0.017,0.016,0.682,0.016,0.016,0.016,0.015
0.381,0.541,0.077
0.005,0.005,0.309,0.005,0.005,0.008,0.005,0.005,0.13,0.382,0.011,0.022,0.005,0.005,0.092,0.005
0.471,0.04,0.247,0.04,0.163,0.04
0.304,0.237,0.459
0.216,0.067,0.075,0.015,0.054,0.088,0.024,0.457,0.005
0.508,0.492
0.198,0.249,0.193,0.102,0.045,0.214
0.069,0.28,0.16,0.258,0.069,0.103,0.063
0.196,0.12,0.075,0.163,0.194,0.252
0.012,0.012,0.012,0.012,0.918,0.012,0.022
0.015,0.075,0.255,0.345,0.294,0.015
0.11,0.103,0.048,0.094,0.115,0.109,0.221,0.115,0.039,0.048
0.099,0.143,0.043,0.103,0.103,0.161,0.098,0.103,0.103,0.043
0.165,0.166,0.167,0.167,0.168,0.167
0.252,0.748
0.06,0.009,0.36,0.567,0.003
0.949,0.04,0.006,0.006
0.014,0.015,0.014,0.014,0.014,0.014,0.014,0.718,0.051,0.042,0.092
0.094,0.342,0.094,0.094,0.094,0.094,0.092,0.094
0.056,0.096,0.848
0.197,0.228,0.027,0.206,0.342
0.002,0.002,0.002,0.003,0.002,0.004,0.975,0.003,0.002,0.004
0.002,0.004,0.002,0.007,0.974,0.003,0.002,0.002,0.002,0.002
0.381,0.385,0.234
0.052,0.052,0.895
0.006,0.014,0.406,0.006,0.006,0.005,0.386,0.109,0.046,0.004,0.006,0.006
0.176,0.024,0.194,0.22,0.014,0.188,0.031,0.153
0.01,0.011,0.011,0.01,0.035,0.01,0.65,0.178,0.006,0.08
0.143,0.143,0.143,0.143,0.143,0.143,0.143
