0.01,0.99
0.0,0.018,0.0,0.0,0.0,0.124,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.094,0.01,0.113,0.0,0.0,0.0,0.0,0.134,0.098,0.078,0.0,0.0,0.0,0.0,0.0
0.117,0.308,0.324,0.038,0.088,0.039,0.043,0.043
0.009,0.076,0.01,0.01,0.076,0.076,0.076,0.076,0.07,0.008,0.076,0.076,0.076,0.076,0.008,0.01,0.01,0.01,0.076,0.072,0.005,0.005,0.014
0.008,0.003,0.0,0.0,0.003,0.0,0.0,0.001,0.003,0.003,0.003,0.003,0.0,0.003,0.0,0.001,0.0,0.003,0.003,0.001,0.003,0.003,0.003,0.312,0.315,0.315,0.0,0.0,0.003,0.003,0.0,0.0,0.003
0.001,0.001,0.001,0.072,0.122,0.003,0.122,0.002,0.001,0.003,0.003,0.044,0.002,0.122,0.003,0.003,0.003,0.003,0.122,0.122,0.121,0.122,0.003
0.008,0.001,0.001,0.211,0.001,0.081,0.001,0.001,0.001,0.001,0.005,0.012,0.008,0.0,0.002,0.001,0.001,0.102,0.003,0.001,0.211,0.009,0.001,0.085,0.002,0.004,0.17,0.066,0.001,0.001,0.006
0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.949,0.007,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
0.127,0.127,0.127,0.127,0.115,0.122,0.127,0.127
0.188,0.221,0.246,0.346
0.052,0.009,0.023,0.342,0.004,0.007,0.004,0.176,0.005,0.366,0.008,0.005
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1.0
1.0
1.0
0.113,0.218,0.147,0.0,0.002,0.001,0.002,0.0,0.151,0.001,0.088,0.004,0.093,0.003,0.175,0.003,0.0
0.224,0.089,0.257,0.172,0.258
0.037,0.304,0.044,0.035,0.035,0.029,0.025,0.069,0.018,0.026,0.011,0.028,0.035,0.015,0.035,0.031,0.19,0.032
0.048,0.013,0.013,0.904,0.012,0.01
0.333,0.333,0.333
