0.504,0.496
0.003,0.001,0.001,0.001,0.0,0.001,0.01,0.002,0.011,0.002,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.012,0.017,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.21,0.001,0.009,0.001,0.001,0.051,0.013,0.204,0.001,0.001,0.001,0.001,0.21,0.001,0.21,0.0,0.001,0.005,0.001,0.001
0.069,0.338,0.386,0.103,0.022,0.014,0.034,0.034
0.005,0.239,0.0,0.0,0.013,0.001,0.241,0.239,0.0,0.0,0.0,0.002,0.003,0.238,0.005,0.0,0.007,0.004,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,0.183,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.318,0.317,0.018,0.042,0.0,0.0,0.0,0.0,0.0
0.002,0.004,0.001,0.002,0.007,0.004,0.208,0.014,0.004,0.004,0.007,0.057,0.006,0.209,0.007,0.005,0.008,0.014,0.211,0.209,0.002,0.011,0.005
0.031,0.002,0.001,0.089,0.001,0.09,0.001,0.001,0.001,0.001,0.079,0.019,0.001,0.001,0.002,0.002,0.09,0.117,0.037,0.002,0.001,0.009,0.001,0.09,0.002,0.093,0.093,0.09,0.001,0.001,0.051
0.216,0.005,0.003,0.006,0.002,0.003,0.003,0.003,0.002,0.017,0.003,0.003,0.265,0.001,0.003,0.003,0.143,0.043,0.003,0.003,0.003,0.263,0.002,0.003
0.008,0.008,0.008,0.008,0.229,0.725,0.008,0.008
0.306,0.246,0.224,0.224
0.177,0.0,0.002,0.181,0.001,0.002,0.182,0.181,0.002,0.003,0.089,0.18
0.27,0.002,0.108,0.495,0.04,0.002,0.051,0.031
1.0
1.0
1.0
0.12,0.005,0.12,0.087,0.079,0.008,0.01,0.088,0.12,0.006,0.121,0.004,0.12,0.013,0.008,0.088,0.004
0.246,0.18,0.078,0.248,0.248
0.085,0.085,0.085,0.003,0.004,0.081,0.085,0.085,0.053,0.085,0.003,0.085,0.001,0.085,0.085,0.001,0.085,0.003
0.024,0.045,0.045,0.819,0.039,0.028
0.02,0.02,0.961
