0.323,0.354,0.323
0.333,0.334,0.333
0.26,0.26,0.481
0.119,0.081,0.121,0.185,0.136,0.178,0.181
0.188,0.188,0.033,0.188,0.188,0.188,0.025
0.187,0.216,0.069,0.226,0.022,0.275,0.005
0.185,0.184,0.185,0.078,0.182,0.185
0.026,0.026,0.031,0.432,0.026,0.432,0.026
0.189,0.185,0.188,0.189,0.123,0.125
0.238,0.01,0.035,0.011,0.238,0.01,0.01,0.238,0.21
1.0
0.011,0.006,0.006,0.978
0.111,0.11,0.111,0.104,0.02,0.111,0.111,0.1,0.111,0.111
0.469,0.531
0.167,0.167,0.166,0.166,0.167,0.167
1.0
0.928,0.036,0.036
1.0
0.49,0.018,0.492
0.251,0.251,0.251,0.248
0.259,0.312,0.078,0.188,0.079,0.084
0.362,0.123,0.034,0.183,0.297
0.025,0.15,0.146,0.118,0.022,0.095,0.022,0.122,0.164,0.116,0.019
0.08,0.128,0.117,0.116,0.014,0.057,0.1,0.014,0.142,0.11,0.096,0.014,0.014
0.265,0.261,0.003,0.471
1.0
0.042,0.192,0.037,0.315,0.038,0.042,0.037,0.299
0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
0.068,0.021,0.029,0.883
0.183,0.183,0.14,0.101,0.183,0.209
1.0
0.139,0.05,0.136,0.135,0.131,0.135,0.135,0.138
0.014,0.095,0.013,0.74,0.013,0.113,0.013
0.982,0.018
0.266,0.004,0.014,0.011,0.003,0.1,0.105,0.142,0.105,0.007,0.105,0.005,0.012,0.104,0.011,0.006
0.002,0.003,0.207,0.57,0.01,0.003,0.005,0.005,0.004,0.003,0.004,0.055,0.055,0.003,0.055,0.006,0.007,0.005
0.05,0.197,0.098,0.011,0.105,0.297,0.243
0.347,0.08,0.004,0.024,0.025,0.109,0.063,0.347
0.232,0.002,0.639,0.127
0.089,0.01,0.098,0.098,0.001,0.086,0.098,0.094,0.098,0.098,0.001,0.098,0.099,0.033
0.004,0.054,0.001,0.001,0.001,0.001,0.164,0.002,0.091,0.001,0.002,0.001,0.003,0.001,0.002,0.001,0.001,0.201,0.47
0.036,0.479,0.482,0.002,0.002
1.0
1.0
0.031,0.451,0.518
0.055,0.055,0.781,0.055,0.055
0.046,0.04,0.47,0.444
0.021,0.004,0.083,0.548,0.005,0.09,0.088,0.005,0.017,0.07,0.01,0.052,0.005
0.333,0.334,0.334
0.005,0.005,0.122,0.124,0.124,0.124,0.124,0.124,0.124,0.124
0.012,0.037,0.012,0.076,0.012,0.661,0.012,0.18
1.0
0.25,0.25,0.25,0.25
0.167,0.166,0.167,0.167,0.167,0.167
0.5,0.5
0.029,0.948,0.023
0.53,0.47
0.321,0.028,0.324,0.327
0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.084,0.061,0.061,0.061,0.061,0.061,0.061
0.008,0.044,0.044,0.131,0.182,0.046,0.006,0.268,0.044,0.137,0.03,0.059
1.0
