0.544,0.456
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.376,0.0,0.293,0.0,0.0,0.0,0.0,0.0
0.005,0.483,0.487,0.005,0.005,0.005,0.005,0.005
0.01,0.025,0.025,0.025,0.024,0.025,0.596,0.025,0.025,0.02,0.025,0.025,0.025,0.025,0.0,0.0,0.025,0.025,0.025,0.025,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.332,0.332,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.056,0.056,0.056,0.056,0.056,0.014,0.0,0.0,0.056,0.056,0.045,0.055,0.056,0.056,0.056,0.056,0.05,0.056,0.055,0.053,0.056
0.006,0.0,0.0,0.192,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.026,0.002,0.0,0.002,0.0,0.001,0.2,0.001,0.001,0.001,0.0,0.0,0.192,0.001,0.001,0.155,0.182,0.0,0.0,0.003
0.004,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.184,0.0,0.001,0.22,0.0,0.0,0.0,0.195,0.0,0.001,0.195,0.001,0.195,0.001,0.0
0.002,0.002,0.34,0.002,0.296,0.002,0.335,0.023
0.003,0.007,0.135,0.856
0.009,0.0,0.0,0.332,0.001,0.001,0.002,0.336,0.001,0.318,0.0,0.0
0.333,0.0,0.333,0.333,0.0,0.0,0.001,0.0
1.0
1.0
1.0
0.004,0.004,0.834,0.004,0.004,0.002,0.003,0.004,0.004,0.001,0.005,0.004,0.113,0.004,0.004,0.004,0.004
0.334,0.018,0.018,0.048,0.582
0.107,0.069,0.107,0.107,0.0,0.002,0.107,0.016,0.004,0.0,0.107,0.101,0.0,0.088,0.08,0.0,0.104,0.0
0.167,0.005,0.005,0.812,0.005,0.005
0.123,0.123,0.754
0.001,0.001,0.0,0.0,0.001,0.101,0.004,0.0,0.004,0.001,0.101,0.101,0.001,0.101,0.0,0.0,0.098,0.0,0.0,0.101,0.001,0.0,0.101,0.001,0.001,0.074,0.101,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.101
0.041,0.041,0.041,0.041,0.0,0.0,0.043,0.717,0.033,0.041,0.0,0.001
0.552,0.381,0.01,0.025,0.025,0.007
0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2
0.001,0.04,0.003,0.422,0.418,0.025,0.003,0.002,0.003,0.084
0.0,0.001,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.988,0.001
0.143,0.143,0.143,0.0,0.0,0.143,0.143,0.143,0.143
0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.122,0.001,0.0,0.001,0.002,0.003,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.842,0.002,0.002,0.001,0.001,0.001
0.872,0.004,0.004,0.004,0.113,0.004
0.217,0.13,0.13,0.131,0.13,0.13,0.13
0.215,0.27,0.259,0.256,0.0
0.001,0.576,0.001,0.001,0.001,0.382,0.001,0.001,0.011,0.002,0.001,0.002,0.001,0.003,0.01,0.003,0.001,0.001,0.002,0.001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.082,0.077,0.082,0.076,0.08,0.0,0.057,0.0,0.082,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.082,0.079,0.0,0.0,0.082,0.078,0.0,0.048
0.133,0.186,0.134,0.176,0.186,0.186
0.166,0.166,0.001,0.166,0.166,0.166,0.166,0.001
0.5,0.5,0.0,0.0,0.0
0.382,0.0,0.0,0.359,0.002,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.003,0.001,0.001,0.486,0.001,0.001,0.001,0.487,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.001
0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.001,0.0,0.015,0.0,0.0,0.012,0.0,0.0,0.007,0.0,0.0,0.946,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.007,0.977,0.0,0.004,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.007
0.09,0.113,0.575,0.112,0.109
0.031,0.031,0.051,0.0,0.824,0.031,0.001,0.031
0.002,0.601,0.016,0.002,0.002,0.375,0.002,0.002
0.0,0.0,0.487,0.0,0.0,0.488,0.0,0.001,0.022
0.001,0.001,0.872,0.002,0.122,0.001,0.001
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046,0.037,0.021,0.008,0.088,0.797,0.002,0.002
0.009,0.009,0.003,0.003,0.008,0.008,0.541,0.003,0.003,0.003,0.409,0.003
0.0,0.051,0.0,0.01,0.0,0.0,0.051,0.051,0.001,0.051,0.051,0.051,0.051,0.051,0.0,0.051,0.051,0.0,0.018,0.0,0.051,0.051,0.0,0.047,0.0,0.0,0.049,0.0,0.0,0.026,0.051,0.051,0.0,0.0,0.051,0.0,0.0,0.024,0.0,0.0,0.057,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.001,0.0,0.0,0.0,0.0,0.041,0.0,0.138,0.0,0.001,0.401,0.396,0.001,0.019
0.002,0.002,0.002,0.084,0.007,0.001,0.001,0.002,0.002,0.002,0.002,0.85,0.034,0.002,0.004
0.001,0.001,0.0,0.0,0.0,0.0,0.041,0.0,0.138,0.0,0.001,0.401,0.396,0.001,0.019
0.124,0.0,0.124,0.0,0.0,0.001,0.0,0.0,0.0,0.124,0.128,0.0,0.124,0.0,0.0,0.0,0.123,0.0,0.123,0.0,0.0,0.0,0.124,0.0,0.0
0.0,0.001,0.001,0.0,0.295,0.004,0.0,0.001,0.309,0.0,0.0,0.001,0.001,0.098,0.288
0.008,0.984,0.004,0.004
0.002,0.002,0.002,0.045,0.002,0.002,0.185,0.566,0.002,0.002,0.002,0.189
0.002,0.002,0.002,0.045,0.002,0.002,0.185,0.003,0.566,0.002,0.189
0.002,0.045,0.564,0.002,0.002,0.185,0.003,0.002,0.189,0.002,0.002,0.002,0.002
0.075,0.075,0.075,0.003,0.075,0.075,0.075,0.075,0.074,0.0,0.0,0.075,0.022,0.072,0.075,0.075,0.075
0.005,0.476,0.445,0.003,0.007,0.006,0.012,0.006,0.012,0.009,0.006,0.011
0.091,0.005,0.102,0.093,0.001,0.0,0.102,0.102,0.102,0.097,0.0,0.102,0.102,0.102
1.0
0.15,0.432,0.418
0.074,0.074,0.851
0.246,0.002,0.001,0.003,0.003,0.243,0.256,0.003,0.001,0.0,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.002,0.002,0.0
