0.376,0.624
0.0,0.03,0.027,0.002,0.015,0.043,0.045,0.0,0.032,0.0,0.024,0.013,0.01,0.016,0.028,0.022,0.002,0.03,0.019,0.008,0.016,0.03,0.018,0.019,0.013,0.026,0.012,0.015,0.009,0.05,0.018,0.014,0.013,0.027,0.037,0.03,0.043,0.01,0.02,0.01,0.015,0.049,0.033,0.038,0.009,0.012,0.02,0.019,0.01
0.126,0.125,0.126,0.125,0.125,0.126,0.124,0.124
0.084,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042
0.038,0.038,0.038,0.038,0.038,0.038,0.007,0.029,0.038,0.021,0.038,0.038,0.038,0.038,0.038,0.028,0.035,0.0,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0,0.035,0.0,0.0,0.037,0.0,0.038
0.019,0.008,0.059,0.053,0.056,0.006,0.062,0.029,0.029,0.022,0.033,0.063,0.055,0.063,0.063,0.007,0.062,0.064,0.063,0.064,0.052,0.06,0.007
0.005,0.005,0.004,0.064,0.004,0.125,0.003,0.003,0.003,0.005,0.004,0.01,0.002,0.001,0.002,0.003,0.067,0.044,0.002,0.003,0.118,0.01,0.039,0.13,0.002,0.005,0.147,0.112,0.068,0.004,0.005
0.014,0.0,0.0,0.002,0.002,0.001,0.0,0.001,0.002,0.007,0.001,0.001,0.435,0.001,0.007,0.001,0.118,0.002,0.001,0.011,0.001,0.368,0.021,0.002
0.125,0.125,0.125,0.125,0.124,0.125,0.125,0.125
0.354,0.069,0.221,0.355
0.099,0.042,0.042,0.258,0.042,0.042,0.042,0.043,0.049,0.236,0.065,0.042
0.005,0.005,0.469,0.026,0.478,0.005,0.005,0.005
1.0
1.0
1.0
0.112,0.115,0.139,0.042,0.02,0.006,0.024,0.013,0.144,0.041,0.063,0.011,0.103,0.01,0.136,0.009,0.012
0.2,0.2,0.2,0.2,0.2
0.132,0.141,0.139,0.002,0.005,0.012,0.133,0.051,0.003,0.014,0.002,0.067,0.002,0.17,0.003,0.002,0.121,0.004
0.205,0.037,0.085,0.41,0.13,0.134
0.453,0.093,0.453
