0.374,0.626
0.0,0.044,0.044,0.0,0.0,0.044,0.044,0.0,0.044,0.0,0.044,0.0,0.0,0.0,0.004,0.015,0.0,0.042,0.0,0.0,0.044,0.006,0.038,0.0,0.0,0.044,0.0,0.0,0.0,0.044,0.044,0.001,0.002,0.044,0.043,0.019,0.044,0.044,0.044,0.001,0.034,0.044,0.044,0.005,0.0,0.0,0.043,0.0,0.044
0.112,0.128,0.127,0.125,0.127,0.127,0.127,0.127
0.004,0.224,0.005,0.001,0.224,0.014,0.102,0.225,0.004,0.004,0.001,0.004,0.001,0.098,0.001,0.001,0.001,0.001,0.001,0.015,0.004,0.004,0.063
0.082,0.0,0.002,0.006,0.081,0.082,0.082,0.08,0.081,0.0,0.0,0.006,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.082,0.082,0.082,0.001,0.081,0.0,0.0,0.0,0.0,0.082
0.004,0.004,0.002,0.004,0.001,0.001,0.108,0.003,0.001,0.001,0.001,0.004,0.003,0.248,0.001,0.002,0.005,0.005,0.111,0.244,0.004,0.243,0.001
0.012,0.001,0.002,0.001,0.002,0.362,0.001,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.24,0.341,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002
0.065,0.011,0.001,0.001,0.046,0.001,0.001,0.001,0.046,0.046,0.001,0.001,0.479,0.046,0.046,0.001,0.046,0.001,0.046,0.046,0.001,0.024,0.046,0.001
0.0,0.002,0.496,0.0,0.0,0.502,0.0,0.0
0.026,0.354,0.266,0.354
0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.007,0.09,0.09,0.09
0.062,0.062,0.062,0.062,0.031,0.057,0.36,0.304
1.0
1.0
1.0
0.165,0.162,0.165,0.012,0.016,0.012,0.013,0.012,0.024,0.019,0.086,0.012,0.165,0.032,0.08,0.012,0.012
0.2,0.2,0.2,0.2,0.2
0.06,0.06,0.06,0.06,0.06,0.052,0.06,0.06,0.06,0.06,0.055,0.06,0.06,0.06,0.06,0.0,0.06,0.056
0.45,0.0,0.0,0.549,0.0,0.0
0.333,0.333,0.333
0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.146,0.0,0.0,0.005,0.151,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.104,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.087,0.087,0.087,0.087,0.048,0.087,0.087,0.087,0.087,0.087,0.077,0.087
0.043,0.534,0.0,0.003,0.419,0.0
0.027,0.027,0.045,0.087,0.027,0.027,0.617,0.031,0.027,0.086
0.339,0.054,0.034,0.045,0.234,0.225,0.009,0.01,0.007,0.045
0.001,0.058,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.872,0.058
0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.003,0.0,0.003,0.0,0.002,0.0,0.004,0.0,0.001,0.0,0.0,0.0,0.001,0.279,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0
0.086,0.114,0.102,0.087,0.306,0.306
0.224,0.032,0.246,0.122,0.13,0.237,0.009
0.006,0.98,0.006,0.002,0.006
0.0,0.164,0.164,0.0,0.0,0.164,0.0,0.0,0.164,0.0,0.001,0.0,0.0,0.005,0.164,0.009,0.0,0.0,0.0,0.164
0.005,0.021,0.035,0.022,0.0,0.002,0.0,0.265,0.02,0.02,0.02,0.02,0.458,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.02,0.02,0.0,0.001,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.022,0.0,0.0,0.02
0.356,0.066,0.075,0.078,0.374,0.051
0.372,0.394,0.03,0.03,0.03,0.076,0.039,0.03
0.244,0.243,0.24,0.141,0.133
0.001,0.002,0.35,0.285,0.0,0.355,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.001
0.0,0.04,0.013,0.0,0.105,0.103,0.007,0.094,0.105,0.013,0.0,0.075,0.0,0.104,0.104,0.013,0.006,0.102,0.0,0.105,0.011
0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.36,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.251,0.055,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.001
0.011,0.005,0.027,0.368,0.384,0.004,0.056,0.028,0.005,0.023,0.004,0.028,0.007,0.025,0.025
0.095,0.092,0.284,0.302,0.227
0.198,0.198,0.198,0.198,0.198,0.002,0.002,0.004
0.0,0.304,0.001,0.0,0.0,0.002,0.346,0.346
0.0,0.0,0.489,0.0,0.507,0.0,0.0,0.002,0.001
0.019,0.019,0.263,0.263,0.155,0.263,0.019
0.004,0.479,0.002,0.498,0.005,0.005,0.003,0.004
0.118,0.124,0.009,0.009,0.098,0.009,0.079,0.556
0.014,0.014,0.014,0.087,0.014,0.014,0.139,0.141,0.141,0.141,0.141,0.139
0.017,0.021,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.018,0.0,0.021,0.0,0.021,0.021
0.005,0.0,0.0,0.003,0.192,0.192,0.192,0.192,0.006,0.0,0.002,0.192,0.0,0.0,0.022
0.091,0.142,0.086,0.054,0.053,0.029,0.059,0.031,0.004,0.046,0.21,0.054,0.005,0.035,0.102
