大黄,玄参,麦冬
火麻仁,柏子仁,郁李仁
黑芝麻,女贞子,桑葚子
生地,玄参,木则
生地,黄连,天花粉
玄参,生地,麦冬
金银花,麦冬,桔梗
黄柏,生地,知母
银柴胡,青蒿,丹皮
地骨皮,太子参,天花粉
地骨皮,小麦,麦冬
地骨皮,白薇,石斛
磁石,山萸肉,熟地
酸枣仁,浮小麦,牡蛎
酸枣仁,麦冬,远志
百部,白芨,百合
人参,麦冬,五味子
人参,生地,天花粉
西洋参,麦冬,五味子
黄芪,生地,牡蛎
麦冬,天冬,生地
桑葚子,生地,白芍
生首乌,夜交藤,大枣
菟丝子,枸杞子,女贞子
枸杞子,菟丝子,沙苑子
枸杞子,女贞子,桑葚子
旱莲草,女贞子,桑葚子
