白头翁,2两,甘草,2两,阿胶,2两,黄连,3两,黄柏,3两,陈皮,3两
元胡,4两,山药,4两,熟地,4两,黄芪,4两,人参,4两,白芍,4两,甘草,4两,茯苓,4两,当归,4两,鹿角,4两,续断,1两6钱,阿胶,4两,杜仲,1两6钱,小茴香,8钱,故纸,1两6钱,菟丝子,1两6钱,祁艾,8钱,血余炭,8钱,没药,4两,乳香,4两,红鸡冠花,1两6钱,白鸡冠花,1两6钱,赤石脂,4两,黄柏,4两,益母膏,1斤,罐内,None,兑黄酒,10斤,用火煮,None,天,None,川芎,4两,丹皮,4两,白术,4两,白芷,4两,黄芩,4两,红花,1两6钱,陈皮,6两,砂仁,4两,木香,1两6钱
生耆,15g,僵蚕,4.5g,全蝎,3g,钩藤,30g,玄参,12g,知柏,10g,桔梗,7.5g,蜈蚣,4条,菊花,10g,生地,15g,川芎,4.5g,赤芍,12g,白芍,12g,当归,12g,丹参,15g,蒺藜,10g
人参,60克,茯苓,60克,远志,30克,牛膝,30克,杜仲,30克,黄芪,30克,石菖蒲,30克,当归,30克,苍术,30克,甘菊花,30克,地骨皮,30克,天麻,1.5克,半夏,1.5克,生地,1.5克,熟地,1.5克,益智仁,1.5克,萆薢,1.5克,川羌,1.5克
熟地,1两,当归,1两,白芍,2钱,黑栀,1钱,山萸,5钱,白芥子,3钱,甘草,3钱
钩藤,15克,牡蛎,30克,生石决明,30克,生川军,4.5克,枳实,12克,茯苓,12克,黄芩,9克,天竺黄,9克,丹皮,9克,炒槐花,9克
天冬,None,酒浸,None,麦冬,3两,生地,None,熟地,None,用瓷器蒸,3两,人参,1两5钱,茯苓,1两5钱,干山药,1两5钱,枸杞子,1两5钱,川牛膝,1两,石斛,1两,草决明,1两,杏仁,1两,甘菊花,1两,菟丝子,None,另研,1两,枳壳,1两,羚羊粉,1两,取净末,8钱,乌犀角,8钱,五味子,7钱,甘草,7钱,防风,8钱,蒺藜,7钱,黄连,7钱,川芎,7钱,青葙子,8钱
红牛膝,12克,地龙,12克,海藻,30克,夏枯草,30克
大青叶,30克,蒲公英,30克,板蓝根,30克,白花蛇舌草,30克,土茯苓,30克,牡蛎,30克,磁石,30克,鲜生地,30克,黄芩,12克,制大黄,9克
玳瑁片,3g,珍珠母,30g,辰麦冬,9g,寒水石,30g,蛇含石,30g,茯神,12g,天竺黄,9g,胆南星,9g,川雅连,2.4g,远志,4.5g,干菖蒲,4.5g,磁石,30g,白金丸,9g
人参,3钱,白术,1钱,甘草,1分,茯苓,2钱,陈皮,1分,巴戟天,1钱,白芍,1钱,柴胡,2分,当归,5分,山楂,5分,神曲,3分
白芍,3钱,茯苓,5钱,人参,2钱,白术,3钱,栀子,5分,麦芽,5分,枳壳,3分,半夏,5分,甘草,1分,神曲,5分
炉甘石,6钱,赤石脂,5钱,滑石,5钱,胡连,5钱,朱砂,4钱,青黛,3钱,石决明,1两
桔梗,7两,蒺藜,7两,木贼,7两,川羌,7两,蝉蜕,7两,薄荷,7两,防风,7两,草决,7两,覆盆子,7两,当归,7两,川芎,7两,白芍,7两,生地,7两,白芷,7两
黄芪,2钱,人参,4钱,白术,3钱,当归,1钱,白芍,1钱,陈皮,7分,柴胡,5分,升麻,3分,黄芩,3分,黄连,5分,木香,3分,砂仁,4分,茯苓,5分,甘草,5分
当归,1钱,人参,1钱,川芎,1钱,龙胆草,5分,山栀仁,5分,青皮,7分,荟芦,7分,甘草,1钱,柴胡,1钱,半夏,3个,生姜自然汁浸,None,时,None
羚羊粉,None,酸枣仁,None,茯神,None,薏苡仁,None,五加皮,None,当归,None,川芎,None,葛根,None,木香,None,钩藤,None,白术,None,泽泻,None
黄芪,1钱,人参,1钱,白术,1分,当归,1分,茯苓,1分,半夏曲,1分,黄芩,1分,陈皮,1分,常山,1分,鳖甲,1分,使君子肉,1分,柴胡,7分,草果,7分,厚朴,7分,神曲,7分,肉桂,5分,青皮,6分,甘草,5分
生地,15克,女贞子,15克,鳖甲,15克,牡蛎,15克,旋覆花,10克,旱莲,10克,骨碎补,10克,牛膝,10克,白芍,12克,丹参,12克,磁石,12克,龟板,20克,朱砂,1克,红花,5克
龙胆草,2钱,当归,2钱,生地,3钱,泽泻,2钱,川木通,3钱,薏苡仁,3钱,柴胡,1钱,黄芩,3钱,栀子,3钱,莲须,2钱,赤芍,2钱,甘草,1钱
熟地,20克,山药,18克,山萸肉,10克,茯苓,10克,丹皮,10克,泽泻,10克,枸杞子,12克,菊花,15克,密蒙花,18克,羚羊角粉,2克,酸枣仁,25克,钩藤,20克,天麻,10克
竹茹,9克,半夏,9克,陈皮,9克,茯苓,9克,甘草,9克,枳实,4.5克,葛根,25克,丹参,25克,钩藤,15克,生磁石,15克
黄连,6两,吴茱萸,2两,柴胡,2两,青皮,2两,郁金,2两,香附,3两,白芍,4两
羚羊粉,0.6克,石决明,30克,生地,18克,白芍,18克,甘草,3克,地龙,9克,竹茹,9克,黄芩,9克,丹皮,9克,郁金,9克,钩藤,12克
夏枯草,30g,草决明,30g,石膏,30g,槐角,15g,钩藤,15g,小胡麻,15g,黄芩,15g
紫贝齿,15g,紫石英,9g,磁石,30g,生石决明,30g,夏枯草,15g,菊花,9g,钩藤,12g,白芍,12g,生地,9g,玄参,18g,栀子,9g,牛膝,12g
白芍,20g,生地,25g,菊花,10g,蒺藜,15g,白芷,10g,葛根,15g,石膏,25g,代赭石,20g
薄荷,10克,防风,8克,杭菊花,10克,生山栀,7克,龙胆草,6克,金银花,15克,僵蚕,13克,木瓜,13克,重楼,8克,天麻,8克,川芎,8克
熟地,1两,山萸肉,5钱,麦冬,1两,五味子,2钱,人参,1两,白芍,1两
干姜,1斤,葱白,1斤,韭白,1斤,蒜白,1斤,白凤仙花,None,根,0.5斤,槐枝,0.5斤,柳枝,0.5斤,桑枝,0.5斤,桃枝,0.5斤,侧柏枝,0.5斤,莱菔子,2两,白芥子,2两,山楂子,2两,苏子,2两,艾叶,2两,花椒,2两,石菖蒲,2两,陈香橼,1两,小磨麻油,5斤,樟丹,30两,白术,4两,大黄,2两,苍术,2两,生香附,1两,香附,1两,生灵脂,1两,醋灵脂,1两,生延胡,1两,醋延胡,1两,川芎,1两,白芍,1两,当归,1两,柴胡,1两,薄荷,1两,川羌,1两,独活,1两,防风,1两,白芷,1两,杏仁,1两,神曲,1两,麦芽,1两,陈皮,1两,半夏,1两,浙贝,1两,胆南星,1两,前胡,1两,郁金,1两,乌药,1两,蒲黄,1两,赤苓,1两,泽泻,1两,黄芩,1两,黑山栀,1两,川乌,1两,草乌,1两,桔梗,1两,甘草,1两,枳壳,1两,枳实,1两,瓜蒌,1两,红大戟,1两,皂角,1两,肉桂,1两,槟榔,1两,黄柏,1两,青皮,1两,木香,1两,威灵仙,1两,砂仁,1两,川楝子,1两,赤芍,1两,桃仁,1两,红花,1两,没药,1两,乳香,1两,三棱,1两,莪术,1两,藿香,1两,良姜,1两,小茴香,1两,草果,1两,连翘,1两,僵蚕,1两,全蝎,1两,木鳖子,1两,防己,1两,穿山甲,1两,川木通,1两,车前子,1两,明雄,1两,白矾,1两,降香,1两,益智仁,1两,吴茱萸,1两,黄连,1两,细辛,1两,茵陈蒿,1两,蓖麻子,1两,厚朴,1两,葛根,1两,生巴仁,1两,甘遂,1两,芫花,1两,黑丑,1两,陈壁土,1两,轻粉,1两,葶苈子,1两,肉桂,2两,公丁香,2两
菊花瓣,100克,猪瘦肉,600克,鸡蛋,3个,鸡汤,150克,食盐,3克,白砂糖,3克,绍酒,20克,胡椒粉,2克
菊花,None,赤白芍,None,蒺藜,None,丹皮,None,钩藤,None,天麻,None,夜交藤,None,生地,None,桑椹子,None
菊花,10克,生山楂片,15克,草决明子,15克
莲须,12克,桑椹子,12克,女贞子,12克,旱莲草,12克,山药,15克,牛膝,15克,龟板,30克,牡蛎,30克
龙胆草,9克,黄芩,9克,栀子,9克,丹皮,9克,生地,15克,白茅根,30克,大黄,1.5克,牛膝,12克
羚角片,4.5克,霜桑叶,6克,川贝,12克,竹茹,15克,鲜生地,15克,双钩藤,9克,菊花,9克,茯神,9克,生白芍,9克,生甘草,2.5克
羚羊粉,3克,菊花,20克,草决明,25克,五味子,15克
羚羊角粉,1克,生石决明,30克,石膏,30克,龙胆草,10克,僵蚕,10克,全蝎,3克,钩藤,12克
望月砂,4两,夜明砂,4两,女贞子,3两,马料豆,3两,黑脂麻,3两,大枣,6两
龙胆草,9克,黄芩,6克,生地,9克,羚羊粉,3克,茯神,9克,丹参,3克,车前子,6克
夏枯草,30克,香附,10克,当归,10克,白芍,30克,川芎,5克,熟地,15克,钩藤,15克,珍珠母,25克,泽泻,15克,车前草,25克,乌梅,15克,槟榔,6克,荷叶,20克,菊花,20克,甘草,3克,琥珀,3克
霜桑叶,6克,菊花,6克
磁石,200g,代赭石,350g,珍珠母,100g,半夏,200g,酒曲,200g,酒曲,200g,牛膝,200g,薄荷脑,50g,冰片,50g,猪胆汁,350g
白术,30克,柴胡,9克,茯苓,9克,山药,12克,神曲,6克,山楂,6克,枳壳,1.5克,两头尖,9克,厚朴,3克,鳖甲,4.5克,白薇,3克,何首乌,6克,白芍,15克,白芥子,6克
桑寄生,30克,玉米须,30克,龙骨,30克,磁石,30克,何首乌,24克,川芎,9克,淫羊藿,9克,杜仲,9克
赤芍,18克,川芎,18克,当归,12克,丹参,18克,郁金,18克,牛膝,18克,小胡麻,18克,蒺藜,18克,蝉蜕,12克,神曲,12克,焦山楂,12克,甘草,3克
羚羊角粉,2.4克,天麻,3克,嫩钩藤,12克,蒺藜,12克,桑叶,9克,天竺黄,4.5克,京赤芍,6克
柴胡,45g,青皮,30g,陈皮,45g,佛手,45g,乌药,45g,香附,45g,木香,45g,檀香,45g,公丁香,30g,沉香,150g,广藿香,45g,砂仁,45g,豆蔻,45g,厚朴,45g,枳壳,45g,川羌,45g,白芷,45g,铁丝威灵仙,45g,细辛,45g,木瓜,45g,防风,45g,钩藤,45g,僵蚕,45g,胆南星,75g,天竺黄,30g,桑寄生,45g,何首乌,45g,牛膝,45g,川芎,30g,熟地,45g,龟板,45g,元胡,45g,乳香,45g,没药,45g,白芨,45g,人参,45g,白术,45g,茯苓,45g,肉桂,30g,黄连,45g,冰片,45g,朱砂,150g,羚羊角粉,15g
川芎,15克,川牛膝,15克,地骨皮,15克,菊花,20克,地龙,10克,夏枯草,30克,玉米须,30克
黄芩,100g,夏枯草,60g,槐米,60g,磁石,60g,牛膝,60g,当归,100g,地黄,40g,丹参,40g,水蛭,20g,钩藤,60g,草决明,100g,地龙,20g,珍珠母,40g
珍珠母,20克,石决明,25克,何首乌,50克,白菊花,15克,钩藤,15克
石膏,24克,葛根,18克,赤芍,12克,钩藤,12克,苍耳子,12克,柴胡,12克,蔓荆子,12克,黄芩,9克,荆芥,9克,薄荷,9克,甘草,9克,全蝎,6克,蜈蚣,3条
生地,30克,当归,15克,川芎,20克,赤芍,20克,白芍,20克,桃仁,10克,红花,10克,蒺藜,15克,天麻,10克,石决明,30克,牛子,20克,升麻,10克,地骨皮,30克,白芥子,15克,细辛,6克,白芷,10克,甘草,10克,止痉散,6克
桑叶,4.5克,丹皮,4.5克,菊花,4.5克,炒枸杞子,6克,煨天麻,6克,焦山栀,6克,生地,12克,钩藤,9克,橘红,3克
石斛,12.5千克,肉苁蓉,12.5千克,麦冬,25千克,茯苓,50千克,五味子,12.5千克,人参,50千克,熟地,75千克,菟丝子,12.5千克,草决明,12.5千克,杏仁,12.5千克,山药,12.5千克,蒺藜,12.5千克,川芎,12.5千克,青葙子,12.5千克,甘草,12.5千克,牛膝,12.5千克,黄连,12.5千克,生地,12.8千克,天冬,50千克,防风,12.5千克,枳壳,None,菊花,12.5千克,枸杞子,12.5千克,生磁石,10千克,石膏,25.5千克
天麻,10克,珍珠母,30克,生白芍,30克,生甘草,15克,葛根,12克,丹参,20克,钩藤,15克,忍冬藤,20克,桑枝,10克,秦艽,12克,僵蚕,10克,片姜黄,10克
天麻,9克,钩藤,12克,石决明,18克,栀子,9克,黄芩,9克,川牛膝,12克,杜仲,9克,益母草,9克,桑寄生,9克,夜交藤,9克,茯神,9克
党参,60克,山萸肉,120克,山药,60克,五味子,30克,茯苓,60克,益智仁,60克,破故子,None,宽,None,大枣,60克,川芎,60克,菊花,60克
石膏,30克,甘菊花,30克,防风,30克,芥穗,30克,川羌活,30克,羚羊粉,30克,川芎,30克,大豆卷,30克,当归,30克,白芷,30克,甘草,15克
玄参,21克,生地,15克,白芍,12克,麦冬,10克,夏枯草,15克,钩藤,15克,菊花,10克,丹参,15克,泽泻,10克,生山楂,10克,木香,10克
北沙参,9克,当归,9克,石斛,9克,白术,6克,鸡内金,6克,黄连,6克,陈皮,6克,枳壳,6克,麦冬,6克,山药,12克,焦三仙,10克,川牛膝,10克,白豆蔻,5克,半夏,5克,白芍,15克,甘草,3克
天冬,30克,麦冬,30克,生地,30克,熟地,30克,新罗参,30克,茯苓,30克,干山药,30克,枸杞子,23克,牛膝,23克,石斛,23克,草决明,23克,杏仁,23克,菊花,23克,菟丝子,23克,羚羊粉,23克,肉苁蓉,15克,五味子,15克,防风,15克,甘草,15克,沙苑子,15克,黄连,15克,枳壳,15克,川芎,15克,生乌犀,15克,青葙子,15克
珍珠母,22克,当归,45克,熟干地黄,45克,九蒸九曝,45克,人参,30克,酸枣仁,30克,柏子仁,30克,犀角,15克,茯神,15克,沉香,15克,龙齿,15克
钩藤,30克,菊花,10克,半夏,10克,茯苓,10克,竹茹,5克,白术,10克,夏枯草,12克,生地,30克,车前子,30克,怀牛膝,15克,珍珠母,30克,枸杞子,12克
生地,12克,白芍,3克,丹皮,4.5克,麦冬,4.5克,石斛,6克,天麻,2.4克,菊花,6克,石决明,24克,柴胡,2.4克,桑叶,3克,薄荷,3克,磁石,15克
珍珠母,30克,菊花,10克,北沙参,30克,白芍,24克,枸杞子,15克,山萸肉,15克
磁石,30.0g,代赭石,30.0g,紫？？,30.0g,生石决明,12.0g,生白芍,6.0g,紫草,15.0g
生地,25.0g,当归,12.0g,羚羊骨,15.0g,珍珠母,20.0g,龙齿,20.0g,钩藤,20.0g,独活,10.0g,白芍,10.0g,菊花,10.0g,桑寄生,18.0g,薄荷,5.0g,沉香,6.0g
钩藤,20.0g,白芍,40.0g,甘草,6.0g,地龙,10.0g,僵蚕,10.0g,木瓜,15.0g
钩藤,10.0g,墨旱莲,10.0g,白芍,10.0g,枳实,10.0g,党参,10.0g,木香,6.0g,莪术,6.0g,白术,8.0g,甘草,5.0g
蒺藜,9.0g,黄菊花,9.0g,黄芩,9.0g,夏枯草,30.0g,女贞子,15.0g,肉桂,1.5g
代赭石,30.0g,夏枯草,12.0g,半夏,12.0g,猪苓,12.0g,钩藤,12.0g
天麻,30.0g,牡蛎,30.0g,珍珠母,30.0g,草决明,10.0g,葛根,10.0g,酸枣仁,10.0g,川芎,10升,半夏,10.0g,藁本,10.0g,丹参,10.0g,夏枯草,15.0g,菊花,15.0g,蒺藜,12.0g
茯苓,15.0g,白术,15.0g,半夏,30.0g,龙骨,30.0g,牡蛎,30.0g,干姜,30.0g,陈皮,6.0g,甘草,5.0g,枳实,12.0g,天麻,10.0g,竹茹,10.0g
桑寄生,30.0g,杜仲,30.0g,夜交藤,30.0g,白芍,20.0g,代赭,20.0g,钩藤,20.0g,酸刺仁,20.0g,淫羊藿,15.0g,牛膝,15.0g
川芎,30.0g,牛膝,60.0g,小胡麻,15.0g,香附,10.0g,菊花,10.0g,桂枝,6.0g,生甘草,6双,钩藤,15.0g
仙鹤草,30.0g,生地,15.0g,天麻,15.0g,白术,30.0g,代赭石,30.0g,白芍,30.0g,龙骨,30.0g,牡蛎,30.0g,菊花,12.0g,干姜,6.0g
泽泻,40.0g,天麻,10.0g,丹参,30.0g,磁石,30.0g,白术,30.0g,代赭石,30.0g
丹参,60.0g,泽泻,60.0g,黄芩,30.0g,半夏,30.0g,天麻,30.0g
天麻,15.0g,川芎,15.0g,赤芍,12.0g,连翘,12.0g,茯苓,10.0g,半夏,10.0g,胆南星,10.0g,天竺黄,10只,实,10.0g,贝母粉,10.0g,珍珠,10.0g,石菖蒲,6.0g
石决明,30.0g,川芎,9.0g,白芷,4.5g,细辛,4.5g
生地,30.0g,何首乌,30.0g,尤齿,30.0g,珍珠母,30.0g,赤芍,15.0g,白芍,15.0g,柏子仁,15.0g,丹皮,12.0g,茯苓,12.0g,菊花,10合,观皮,10.0g,秦艽,10.0g,蝉蜕,6.0g
全蝎,15.0g,地龙,20.0g,甘草,20.0g,川芎,30.0g,丹参,40.0g,赤芍,10.0g,绿茶,0.0g
天麻,6.0g,钩藤,9.0g,僵蚕,9.0g,蜈蚣,1条,全蝎,3.0g,白芍,6.0g,甘草,3.0g
白介子,25.0g,生地,12.0g,丹皮,12.0g,黄芪,15.0g,麦冬,15.0g,夜交藤,15.0g,龙胆草,6.0g
龙骨,30.0g,牡蛎,30.0g,珍珠母,30.0g,夏枯草,30.0g,白芍,12.0g,何首乌,12.0g,草决明,12.0g,菊花,12.0g,钩藤,20.0g,川牛膝,15.0g
葛根,12.0g,钩藤,12.0g,白薇,12.0g,黄芩,12.0g,小胡麻,12.0g,蒺藜,12.0g,桑寄生,12.0g,磁石,30.0g,牛膝,12.0g,泽泻,12.0g,川芎,12.0g,野菊花,12.0g
磁石,30.0g,珍珠母,30.0g,钩藤,15.0g,藿香,15.0g,半夏,12.0g,白术,12.0g,枳壳,12.0g,茯苓,12.0g,菊花,10.0g,苏梗,10.0g,竹茹,6.0g
泽泻,30.0g,白术,15.0g,天麻,10.0g,代赭石,30.0g,法夏,10.0g,茯苓,15.0g,丹参,30.0g
白芍,30.0g,牡蛎,30.0g,丹参,25.0g,甘草,15.0g,醋延胡索,15.0g,苏木,18.0g
生石决明,10.0g,石膏,10.0g,磁石,10.0g,代赭石,10.0g,新鲜猪胆汁,5.0g
天麻,10.0g,钩藤,15.0g,牛膝,10.0g,川芎,10.0g,赤芍,20.0g,红花,3.0g,丹参,20.0g,益母草,10.0g,当归,10.0g,桃仁,10.0g
龙胆草,15.0g,黄芩,10.0g,柴胡,10.0g,生地,10.0g,车前子,10.0g,泽泻,10.0g,当归,10.0g,甘草,10.0g,不通,10.0g
川芎,20.0g,牛膝,15.0g,白芍,30.0g,细辛,3.0g,僵蚕,9.0g
柴胡,6.0g,郁金,10.0g,元胡,15.0g,玄参,10.0g,钩藤,15石,决明,20.0g,珍珠母,20.0g,天麻,10.0g,夏枯草,20.0g
桑叶,10.0g,川贝,6.0g,生地,15.0g,钩藤,10.0g,菊花,10.0g,茯神,10.0g,生白芍,10.0g,竹茹,15.0g,羚角粉,0.3g,生甘草,3.0g,[方源]古方化裁,None
天麻,10.0g,钩藤,15.0g,半夏,15.0g,代赭石,30.0g,车前草,15.0g,泽泻,20.0g,丹参,15.0g
旋覆花,12.0g,天麻,12.0g,川芎,12.0g,代赭石,20.0g,牛膝,10.0g,半夏,10.0g,白术,10.0g,陈皮,12.0g,茯苓,12.0g,赤芍,15.0g
天麻,12.0g,钩藤,15.0g,白芍,15.0g,川芎,15.0g,白芷,10.0g,藁木,10.0g,全蝎,5.0g,夜交藤,30.0g,甘草,5.0g
菟丝子,25.0g,枸杞子,15.0g,太子参,20.0g,麦冬,12.0g,五味子,12.0g,浮小麦,25.0g,炙何首乌,15.0g,白芍,10.0g,菊花,12.0g,牡蛎,30.0g,龙骨,30.0g
川芎,15.0g,当归,10.0g,红花,5.0g,钩藤,15.0g,白芷,10.0g,赤芍,15.0g,蜈蚣,3.0g,全蝎,4.5g,甘草,6石,决明,30.0g,白芍,15.0g
板蓝根,30.0g,土贝母,15.0g,薏苡仁,30.0g,苍术,15.0g,夏枯草,12.0g,木贼,12.0g,香附,12.0g
天麻,30.0g,半夏,10.0g,陈皮,6.0g,茯苓,15.0g,白术,10.0g,甘草,6.0g
柴胡,15.0g,龙骨,20.0g,牡蛎,20.0g,葛根,20.0g,白芍,20.0g,生地,10.0g,黄芩,10.0g,半夏,10.0g,枸杞子,10.0g,茯苓,12.0g,菊花,15.0g,甘草,6.0g
霜桑叶,5.0g,菊花,5.0g,天麻,5.0g,枸杞子,15.0g,蒺藜,10.0g,钩藤,10.0g,锻石决明,15.0g,?豆衣,15.0g,何首乌,15.0g,女贞子,12.0g,旱莲,12.0g
天麻,10.0g,生水蛭,10.0g,天南星,10.0g,干地龙,10.0g,上元,10.0g,川牛膝,10石,石菖蒲,10.0g,益草,10.0g,苦参,10.0g,甘松,10.0g,草决明,10.0g,夏枯草,10.0g
地龙,15.0g,生地,20.0g,生山楂,30.0g,草决明,30.0g,玉竹,30.0g
炙黄芪,60.0g,地龙,10.0g,赤芍,10.0g,桃仁,10.0g,红花,10.0g,天麻,10.0g,川芎,30.0g,丹参,30.0g
菝葜,30.0g,牡蛎,100.0g,马齿苋,120.0g,磁石,60.0g,三棱,30.0g,莪术,30.0g,青皮,30.0g,陈皮,30.0g,生薏米仁,120.0g,生甘草,30.0g,乌梅,30.0g
女贞子,30.0g,桑葚子,15.0g,山萸肉,10.0g,泽泻,25.0g,白术,10.0g,炒蒲黄,10.0g,川芎,6.0g,天麻,10.0g,白菊花,10.0g,柴胡,5.0g,山楂,20.0g,夜交藤,15.0g
胆南星,60.0g,天麻,60.0g,乳香,60.0g,全蝎,30.0g,代赭石,30.0g,麝香,0.4g,白附子,30.0g,冰片,0.6g,僵蚕,30.0g,金箔,50张,为衣,None
菊花,10.0g,地龙,10.0g,牛膝,10.0g,白芍,15.0g,钩藤,15.0g,生石决明,30.0g,全蝎,3.0g,甘草,4.0g
何首乌,15.0g,黑芝麻,15.0g,女贞子,15.0g,菟丝子,12.0g,蔓荆子,15.0g,蝉蜕,15.0g,天冬,15.0g,荷叶顶,15.0g,蜈蚣,6.0g,钩藤,20.0g,龙骨,60.0g
生山药,30.0g,龙骨,30.0g,牡蛎,30.0g,生地,15.0g,生白芍,15.0g,牛膝,15.0g,代赭石,30.0g,柏子仁,5.0g,火麻仁,15.0g,大黄,10.0g,天麻,15.0g
龟板,15.0g,鳖甲,15.0g,牡蛎,30.0g,生地,15.0g,熟地,15.0g,阿胶,10.0g,麦冬,10.0g,五味子,5.0g,何首乌,15.0g,桑叶,9.0g,菊花,15.0g,川芎,15.0g
羚羊骨,30石,决明,20.0g,毛冬青,20.0g,全蝎,9.0g,芜活,9.0g,川芎,12.0g,天麻,12.0g,僵蚕,15.0g,钩藤,15.0g,蜈蚣,3条
夏枯草,50.0g,地龙,20.0g,黄芩,18.0g,菊花,15.0g,丹参,24.0g,天麻,15.0g,钩藤,20.0g,枸杞子,18.0g,泽泻,3.0g,甘草,2.0g
石菖蒲,15.0g,泽泻,12.0g,茯苓,12.0g,菊花,6.0g,蝉蜕,6.0g,陈皮,9.0g,天南星,9.0g,白芍,9石,决明,30.0g
猪苓,16.0g,茯苓,16.0g,白术,16.0g,桂枝,8.0g,菊花,16.0g,钩藤,16.0g
菝葜,10.0g,紫草,10.0g,青皮,10.0g,陈皮,10.0g,三棱,10.0g,莪术,10.0g,薏苡仁,10.0g,甘草,10.0g,牡蛎,30.0g,马齿苋,30.0g
桑寄生,20.0g,何首乌,20.0g,郁金,15.0g,葛根,15.0g,三七,6.0g,生槐末,15.0g,赤芍,15.0g,黄柏,15.0g,钩藤,15.0g
鲜生地,30.0g,丹皮炭,12.0g,焦山栀,6.0g,荆芥,6.0g,牛膝炭,15.0g,黄芩,6.0g,珍珠母,30.0g,生甘草,3.0g
金银花,9.0g,连翘,9.0g,黑山栀,9.0g,夏枯草,9.0g,天麻,6.0g
大黄,15.0g,厚朴,9.0g,枳实,9.0g,黄连,4.5g,钩藤,12.0g,僵蚕,9.0g,板蓝根,45.0g,大青叶,30.0g,石膏,45.0g,白芍,12.0g
羚羊角片,4.5g,椴龙齿,9石,决明,24.0g,天麻,4.5g,天竺黄,4.5g,香白薇,9.0g,川贝,6.0g,桑寄生,9双,钩藤,12.0g,鲜石菖蒲,2.4g,沉香,0.9g
枸杞子,0.0g,菊花,0.0g,山萸肉,0.0g,山药肉,0.0g,丹皮,0.0g,泽泻,0.0g,熟地,0.0g,茯苓,0.0g
羚羊角粉,3石,决明,30.0g,炒黄芩,12.0g,栀子,9.0g,胆南星,9.0g,天麻,12.0g,化橘红,9.0g,茯苓,12.0g
赤芍,10.0g,丹皮,20.0g,丹参,15.0g,钩藤,12.0g,女贞子,15.0g,沙苑子,12.0g,川芎,10.0g,葛根,9.0g,泽泻,12.0g,益母草,30.0g,酸枣仁,12.0g,琥珀,3.0g
生石决明,30.0g,草决明,30.0g
生地,10.0g,熟地,15.0g,山萸肉,12.0g,枸杞子,12.0g,白芍,12.0g,酸枣仁,15.0g,茯神,15.0g,远志,6.0g,龙骨,15.0g,牡蛎,15.0g,知母,10.0g,丹皮,10.0g
白芍,0.0g,木瓜,0.0g,钩藤,0.0g,丹参,0.0g,甘草,0.0g,淫羊藿,0.0g
青礞石,15.0g,生川军,10.0g,沉香片,3.0g,黄芩,10.0g,玄明粉,10.0g,竹沥,10.0g,半夏,10.0g,旋覆花,10.0g,代赭石,30石,决明,20.0g,夏枯草,10.0g,菊花,10.0g
茯苓,0.0g,桂枝,0.0g,白术,0.0g,甘草,0.0g,泽泻,0.0g,夏枯草,0.0g
葛根,45.0g,蝉蜕,10.0g,珍珠母,30.0g,磁石,30.0g,锻龙齿,10.0g,柴胡,8.0g,苦丁茶,5.0g,甘草,10.0g,白芍,10.0g,黄芪,30.0g,当归,15.0g,丹参,20.0g
石膏,90.0g,龙胆草,10.0g,紫花地丁,6.0g,-蒲公英,60.0g,钩藤,15.0g,制大黄,6.0g,羚羊粉,0.6g
