#6#,三七,78g,川芎,78g,红花,91g,葛根,261g,山楂,157g
#30087#,当归,30克,血通,15克,细辛,6克,虻虫,3克,虫,3克,水蛭,3克,灵仙,24克,秦艽,15克,桂枝,15克,红花,10克,丹参,20克,牛膝,12克
#30813#,鳖甲,2克,穿山甲,2克,大黄,6克,桃仁,10克,川芎,10克,当归,10克,三棱,10克,莪术,10克,丹参,15克,赤芍,30克
#30814#,鳖甲,2克,穿山甲,2克,大黄,6克,桃仁,10克,川芎,10克,当归,10克,三棱,10克,莪术,10克,丹参,15克,赤芍,30克
#30871#,丹参,None,赤芍,None,茜草,None,三七,None,降香,None
#30872#,丹参,None,三七,None,当归,None,川芎,None,香附,None,党参,None,益母草,None
#30949#,人参,180克,安南桂,60克,两头尖,60克,麝香,60克,片姜黄,60克,公丁香,90克,川椒炭,60克,虻虫,60克,京三棱,60克,蒲黄炭,30克,红花,60克,苏木,90克,桃仁,90克,苏子霜,60克,五灵脂,60克,降真香,60克,干漆,60克,当归尾,120克,没药,60克,白芍,120克,杏仁,90克,香附米,60克,吴茱萸,60克,元胡索,60克,水蛭,60克,阿魏,60克,小茴炭,90克,川芎,60克,乳香,60克,良姜,60克,艾炭,60克,益母膏,240克,熟地黄,120克,鳖甲胶,500克,大黄,240克
#31129#,透骨草,1钱,伸筋草,2钱5分,茜草,2钱,木通,2钱5分,松节,1钱5分,紫草根,2钱5分,地榆,2钱,昆布,2钱,刘寄奴,1钱,香油,12两
#31265#,鸡血藤,30克,元参,60克,双花,60克,甘草,30克,乳香,10克,土茯苓,60克
#32801#,桃仁,3钱,大黄,2钱,水蛭,2钱,虻虫,2钱,银藤,1两,生石膏,8钱,丹皮,2钱,连翘,5钱,栀子,3钱,黄芩,3钱,玄胡,2钱,赤芍,2钱
#32846#,首乌,15g,夏枯草,15g,鸡血藤,24g,泽兰,24g,金银花,24g,玄胡,12g,郁金,12g,乳香,6g,没药,6g,血竭,6g,丹参,21g,元参,21g
#32952#,连翘,30克,金银花,30克,蒲公英,30克,败酱草,30克,冬瓜子,30克,赤芍,6克,丹皮,6克,川军,3克,赤小豆,9克,甘草,6克,土贝母,9克,犀黄丸,9克
#33112#,鸭跖草,60克,小蓟,30克,虎杖,30克,蒲公英,30克,平地木,30克,黄芩,24克,鱼腥草,30克,败酱草,30克
#33660#,香油,15斤,章丹,90两
#33757#,丹参,375g,赤芍,187.5g,川芎,187.5g,红花,187.5g,降香,125g
#34687#,自然铜,2钱,朱砂,5分,孩儿牙齿,1个,鸡子,1个
#34760#,香附,4两7钱,苍术,4两,益母草,8两,泽兰叶,4两,川芎,3两,桃仁,3两,牛膝,2两,当归,2两,玄胡,2两,甘草,2两,大黄,1斤,红花,8两,苏木,8两,黑豆,1斤
#34805#,乳香,2钱,没药,2钱,血竭,3钱,猴姜,3钱,硼砂,2钱,熟军,2钱,自然铜,2钱,当归,3钱,土鳖虫,5钱,钱,半两,2钱
#35026#,党参,24克,附子,24克,干姜,12克,白术,12克,甘草,9克,桃仁,6克,红花,6克
#35765#,当归,9克,川芎,6克,牛膝,9克,独活,9克,茯苓,12克,泽泻,9克,乌药,15克,红花,9克,穿山甲,9克,陈皮,3克,枳壳,9克,甘草,3克
#36116#,当归,24克,川芎,15克,炙草,3克,炮姜,3克,桃仁,3克,益母草,30克,芥穗,9克
#36166#,当归,12克,瓜蒌,30克,乳香,3克,没药,3克,甘草,3克,橘核,15克,荔核,15克
#36359#,归尾,10克,熟地,10克,赤芍,10克,白芍,10克,川芎,6克,白术,6克,炮山甲,6克,制首乌,6克,红花,10克,桃仁,10克,夏枯草,15克,板蓝根,15克,甘草,6克
#36717#,熟地黄,None,白芍药,None,当归,None,川芎,None,桃仁,None,红花,None
#36719#,当归,None,芍药,None,川芎,None,生地黄,None,茅根,None,蒲黄,None,丹皮,None,栀子,None,甘草,None
#37004#,当归,9克,丹参,9克,土贝母,9克,白芍,9克,赤芍,9克,元参,12克,夏枯草,9克,紫草,9克,生地,12克,白术,9克,黄柏,9克,牛膝,9克,茜草,9克
#37449#,酒黄芩,12g,秦皮,3g,赤芍,9g,丹皮,9g,生地,9g,木通,3g,栀子,6g,青黛,0.3g
#37593#,鸡血藤,15克,丹皮,15克,茜草,15克,当归,15克,大枣,10克,茅根,15克,旱莲草,20克,三七粉,5克,仙鹤草,20克,山栀,15克
#37609#,,1.5g,茯苓,3g,红花,3g,黄耆,3g,白术1.,3g,人参1.,3g,赤芍,2g,当归,2g,川芎,2g,地锦草,9g
#37914#,熟地,12克,桑椹,12克,黄精,12克,枸杞,12克,玉竹,9克,女贞子,9克,丹皮,9克,丹参,12克,红花,6克,鸡血藤,9克
#38040#,当归,10克,赤芍,9克,桃仁,9克,红花,9克,川芎,6克,丹参,9克,田七,6克,生地,12克
#38810#,乳香,120克,没药,120克,马前子,120克,麻黄,120克,土鳖虫,12克,自然铜,12克
#38974#,半夏,500克,醋,2500毫升
#39335#,昆布,18克,海藻,18克,红花,9克,桃仁,12克,柴胡,12克,白芍,24克,枳实,9克,海金砂,12克,冬葵,12克,滑石,15克,大黄,9克,鸡内金,6克,琥珀,6克,甘草,3克
#43437#,柴胡,10克,川楝,10克,郁金,10克,香附,12克,泽兰,12克,山栀,12克,枳实,10克
#43464#,制半夏,9克,枳实,9克,茯苓,30克,丹参,15克,川芎,9克,赤芍,9克,沙参,15克,麦冬,9克,五味子,9克
#43534#,凌霄花,15克,当归,30克,木香,30克,没药,30克,桂心,15克,赤芍,15克
#43619#,当归,3克,生地,3克,川芎,3克,赤芍,3克,黄芩,3克,赤茯苓,3克,陈皮,3克,红花,3克,甘草,3克,生姜,3片,五灵脂,6克
#44739#,麝香,None,牛黄,None,珍珠,None,炉甘石,None,硼砂,None,冰片,None
#45030#,牡丹,6克,甘草,6克,败酱,6克,生姜,6克,茯苓,6克,薏苡仁,9克,桔梗,9克,麦门冬,9克,丹参,12克,芍药,12克,生地黄,15克
#45183#,川芎,3克,归尾,3克,白芍,3克,生地,3克,黄连,3克,黄芩,3克,栀子,3克,石膏,3克,连翘,3克,防风,3克,荆芥,3克,薄荷,3克,羌活,3克,蔓荆子,3克,菊花,3克,蒺藜,3克,草决,3克,桔梗,3克,甘草,3克
#45272#,玄胡,90克,苍术,250克,甘草,250克,茯苓,180克,莪术,180克,三棱,180克,青皮,180克,丁皮,120克,缩砂,120克,槟榔,120克,肉桂,60克,干姜,60克
#45626#,茜草,12克,丹参,12克,地鳖,6克,王不留行,12克,木瓜,9克,薏米仁,20克,清风藤,9克,牛膝,9克,茯苓,12克,黄柏,6克
#45739#,血竭,9克,儿茶,6克,乳香,9克,没药,9克,玄胡,12克,赤小豆,30克,川椒,6克,麝香,1.5克,地龙,30克,冰片,1.5克
#45740#,酒生地,9克,归尾,9克,赤芍,9克,川芎,3克,益母草,6克,刘寄奴,9克,红花,1.5克
#45926#,郁金,None,青皮,None,赤芍,None,桃仁,None,新绛,None,泽兰,None,当归,None,枳壳,None,苏梗,None,瓦楞子,None,参三七,None
#46169#,丹参,10克,泽兰,10克,赤芍,10克,桃仁,10克,红花,4.5克,乳香,4.5克,没药,4.5克,王不留行,10克,青皮,6克,川楝,6克,小茴香,3克,白芷,6克,败酱草,20克,蒲公英,20克
#46170#,黄芪,20克,莪术,15克,泽泻,15克,肉苁蓉,15克,熟地,15克,当归,12克,穿山甲,12克,盐知母,12克,盐黄柏,12克,仙灵脾,12克,木通,9克,肉桂,9克,地龙,9克
#46519#,柴胡,12克,白芍,12克,香附,12克,郁金,12克,青皮,9克,丹参,9克,三棱,9克,牡蛎,30克,白花蛇舌草,15克,夏枯草,30克,黄芪,15克
#46523#,橘叶,825g,丹参,825g,皂角刺,550g,王不留行,550g,川楝,550g,地龙,550g
#46524#,瓜蒌,15克,牡蛎,15克,夏枯草,15克,昆布,15克,海藻,15克,丹参,15克,柴胡,9克,天门冬,9克,三棱,9克,莪术,9克,橘叶,9克,橘核,9克,半夏,9克
#46532#,麝香,3.3g,红花,10g,樟脑,300g,独活,10g,冰片,200g,龙血竭,3.3g,薄荷脑,100g,地黄,200g,三七,3.3g
#46591#,秦艽,3克,川芎,6克,桃仁,9克,红花,9克,甘草,6克,羌活,3克,没药,6克,当归,9克,灵脂,6克,香附,3克,牛膝,9克,地龙,6克
#46688#,党参,None,黄芪,None,红花,None,当归,None,川芎,None,三棱,None,蒲黄,None
#46799#,大黄,90克,人参,18克,鳖甲,60克,当归,60克,桃仁,60克,生地,120克,黄芩,30克,甘草,18克
#46930#,柴胡,10克,枳实,10克,白芍,10克,香附,10克,广郁金,10克,玄胡,10克,甘草,6克,乳香,5克
#47020#,酒丹参,12克,香附,9克,牛膝,9克,当归尾,6克,桃仁,6克,红花,3克,泽兰,12克
#47021#,当归,24克,川芎,9克,桃仁,14粒,黑姜,1.5克,炙草,1.5克
#47157#,干葛,2.4克,半夏,2.4克,川芎,2.4克,防风,2.4克,羌活,2.4克,升麻,2.4克,桔梗,2.4克,白芷,1.8克,甘草,1.8克,细辛,1.8克,苏叶,1.8克,香附,1.8克,红花,1.8克
#47197#,元胡,None,灵脂,None,香附,None,没药,None
#47238#,小茴香,7粒,干姜,0.6克,玄胡,3克,没药,6克,当归,9克,川芎,6克,官桂,3克,赤芍,6克,蒲黄,9克,五灵脂,6克
#47269#,五灵脂,None,蒲黄,None
#47291#,半枝莲,30克,金钱草,30克,鸡内金,12克,石苇,30克,郁金,20克,三棱,18克,滑石,30克,瞿麦,15克,牛膝,15克,海金砂,30克,木通,10克,茅根,30克,甘草,10克
#47368#,黄连,30克,吴萸,3克,桃仁,24枚,陈皮,15克,半夏,45克
#47502#,升麻,30克,干葛,30克,山楂,30克,当归,30克,僵蚕,15克,蝉蜕,15克,生甘草,10克
#47788#,蓬术,None,玄胡,None,北芍药,None,当归,None,川芎,None,甘草,None,丹皮,None
#47801#,当归,240克,丹皮,120克,枳壳,60克,陈皮,60克,灵脂,90克,砂仁,60克,熟地,120克,生地,120克,元胡,120克,熟军,240克,赤芍,90克,青皮,90克,香附,750克,炮姜,60克,桂心,60克,三棱,240克,莪术,240克,甘草,60克,藏红花,60克
#47802#,制南星,10克,白芷,10克,黄柏,10克,川芎,10克,红花,10克,羌活,10克,威灵仙,25克,苍术,15克,桃仁,15克,防己,15克,元胡,15克,独活,15克,龙胆草,6克,神曲,12克,桂枝,12克
#47814#,当归尾,15克,山楂,6克,香附,6克,红花,6克,乌药,6克,青皮,4.5克,木香,2.1克,泽泻,4.5克
#48200#,丹参,9克,牛膝,6克,归尾,6克,桃仁,3克,红花,3克,乳香,6克,蕺莱,9克
#48203#,桃仁,10克,芍药,6克,芎藭,6克,当归,6克,干漆,6克,桂心,6克,甘草,6克
#48206#,桃仁,14枚,大黄,3克,消石,3克,甘草,3克,蒲黄,4.5克,大枣,20枚
#48212#,桃仁,30克,诃黎勒皮,22克,白术,22克,当归,22克,三棱,30克,赤芍,22克,鳖甲,45克,陈橘皮,22克
#48218#,桃仁,None,当归,None,丹皮,None,郁金,None,泽兰叶,None,楂肉,None,红花,None,山栀,None,赤曲,None,赤芍,None
#48507#,当归,15克,川芎,15克,芍药,15克,桂心,15克,丹皮,15克,莪茂,15克,人参,30克,甘草,30克,牛膝,30克
#48587#,苏木,3克,红花,3克,乳香,3克,血竭,3克,丁香,3克,没药,4.5克,自然铜,4.5克,马钱子,6克
#48588#,生地,10克,白芥子,6克,白及,6克,续断,6克,乳香,6克,没药,6克,大黄,6克,五加皮,4.5克,骨碎补,4.5克,黄柏,3克,肉桂,2克,丹皮,1.5克
#48645#,蜈蚣,3条,地龙,15克,忍冬藤,15克,钩藤,15克,乌梢蛇,9克,地鳖虫,9克,全蝎,6克,鸡血藤,25克,络石藤,20克,黄芪,90克,丹参,30克
#49052#,生地,9克,枳壳,9克,当归,9克,赤芍,9克,川芎,9克,桔梗,6克,柴胡,6克,甘草,6克,桃仁,6克,红花,6克,牛膝,20克,丝瓜络,20克,路路通,10克,石菖蒲,15克
#49055#,血竭,10克,乳香,15克,没药,15克,青皮,15克,公英,15克,丹参,15克,瓜蒌,50克,金银花,25克,柴胡,10克
#49062#,当归,9克,生地,9克,桃仁,12克,红花,9克,枳壳,6克,赤芍,6克,柴胡,3克,甘草,3克,桔梗,4.5克,川芎,4.5克,牛膝,10克
#49150#,当归,30克,地黄,30克,芍药,30克,川芎,30克,玄胡,30克,苦楝,30克
#49153#,当归,None,玄胡,None
#49249#,琥珀,3克,辰砂,0.3克,青龙齿,15克,木通,6克,大腹皮,12克,桑白皮,12克,赤芍,9克,桃仁,12克,党参,30克,枸杞子,15克,荆芥,6克,柴胡,6克,白芍,15克,制香附,6克
#49276#,三棱,60克,莪术,60克,陈皮,60克,枳壳,60克,厚朴,60克,山茱萸,60克,使君子,60克,夜明砂,60克,黄连,60克,木香,60克,干姜,60克,海藻,15克,神曲,6克,麦蘖,6克,半夏曲,6克,干蟾,9克,九肋鳖甲,9克
#49291#,木瓜,60克,栀子,30克,大黄,150克,蒲公英,60克,地鳖虫,30克,乳香,30克,没药,30克
#49294#,三棱,30克,蓬术,30克,川山甲,30克,木鳖仁,30克,杏仁,30克,红花,30克,萝卜子,30克,透骨草,30克,大黄,30克,独头蒜,4个
#49297#,乌梅,10克,五倍子,10克,苦参,15克,射干,10克,炮山甲,10克,牡蛎,30克,麻仁,10克
#49327#,川芎,120g,丹参,90g,黄芪,180g,泽泻,60g,三七,60g,槐花,30g,桂枝,60g,郁金,60g,木香,30g,冰片,2.4g,山楂,60g
#49446#,凤尾草,30克,过路黄,30克,山楂,15克,茅根,15克
#49464#,当归尾,12克,地鳖虫,6克,乳香,3克,没药,3克,丹参,6克,自然铜,12克,骨碎补,12克,泽兰叶,6克,玄胡,6克,苏木,10克,续断,10克,桑枝,12克,桃仁,6克
#49923#,党参,12克,白术,10克,苍术,10克,藿香,10克,茵陈,15克,当归,12克,白芍,12克,香附,10克,佛手,10克,山楂,15克,泽兰,15克,牡蛎,15克,王不留行,12克
#50231#,黄芪,30克,虎杖,15克,白花蛇舌草,15克,露蜂房,15克,半枝莲,15克,仙鹤草,15克,土茯苓,15克,仙灵脾,15克,鹿衔草,15克,柴胡,12克,郁金,12克,当归,12克,生鸡内金,12克,桂枝,9克,甘草,3克
#50336#,三棱,15克,莪术,15克,赤芍,15克,牛膝,15克,白芷,15克,枳壳,15克,厚朴,15克,车前子,15克,穿山甲,9克,皂角刺,9克,乳香,9克,没药,9克,桃仁,12克,青皮,12克,金钱草,30克,薏苡仁,30克
#50701#,玄参,10克,麦冬,10克,生地,10克,熟地,10克,知母,10克,木蝴蝶,10克,黄芩,10克,杷叶,10克,石斛,10克,当归,10克,桃仁,10克,红花,10克
#50744#,泽兰,15克,酒大黄,12克,虎杖,10克,土茯苓,10克,板蓝根,10克,蒲公英,10克,茵陈,10克,甘草,5克
#50786#,九龙川,None,木香,None,海风藤,None,土鳖虫,None,豆豉姜,None,猪牙皂,None,香加皮,None,莪术,None,买麻藤,None,过江龙,None,香樟,None,徐长卿,None,降香,None,两面针,None,碎骨木,None,羊耳菊,None,虎杖,None,五味藤,None,千斤拔,None,朱砂根,None,横经席,None,穿壁风,None,鹰不扑,None,草乌薄荷脑,None,樟脑,None
#51072#,当归,30g,川芎,30g,红花,10g,桃仁,30g,丹参,100g,鸡血藤,100g,忍冬藤,100g,络石藤,60g,地龙,90g,土鳖虫,30g,伸筋草,60g,牛膝,100g,蜈蚣,5g,茺蔚子,30g,全蝎,10g,威灵仙,30g,僵蚕,30g,木瓜,50g,金钱白花蛇,6g
#1#,苦楝皮,30克,雄黄,30克,槐皮,15克
#51#,西黄,3克,琥珀,3克,辰砂,3克,梅冰,3克,雄精,3克,羚角片,9克,乳香,9克,犀角片,4.5克
#101#,天麻,15克,人参,15克,陈皮,15克,白术,15克,归身,15克,茯神,15克,荆芥,15克,僵蚕,15克,独活,15克,远志,15克,犀角,15克,麦门冬,15克,酸枣仁,15克,辰砂,15克,半夏,30克,南星,30克,石膏,30克,甘草,9克,白附子,9克,川芎,9克,郁金,9克,牛黄,9克,珍珠,9克,生地黄,15克,黄连,15克,金箔,30片
#151#,茴香,一两半,藿香,一两半,丁香皮,一两半,熟干地黄,一两半,肉桂,一两半,甘草,八两,山药,八两,当归,八两,白术,八两,白芷,八两,干姜,二两,川芎,二两,黄蓍,二两,木香,一两,陈皮,四两,白芍药,十两
#201#,山楂,30克,南星,30克,半夏,30克,麦芽,30克,神曲,30克,黄连,30克,连翘,15克,阿魏,15克,栝楼,15克,贝母,15克,风化消,None,石碱,None,萝卜子,None,胡黄连,7.5克
#251#,艾叶,120g,香附,240g,吴茱萸,80g,肉桂,20g,当归,120g,川芎,80g,白芍,80g,地黄,40g,黄芪,80g,续断,60g
#351#,艾叶,1两,赤石脂,1两半,白茯苓,1两
#401#,木香,None,鸡心槟榔,None,使君子肉,None,白芜荑仁,None,绿色贯众,None,苦楝根白皮,None,虾蟆,None,夜明砂,None
#451#,当归身,1钱,川芎,5分,白芍,1钱,熟地,1钱,生地,1钱,白术,2钱,砂仁,1钱,陈皮,5分,苏梗,5分,杜仲,2钱,续断,8分,阿胶,1钱,条芩,1钱半
#501#,阿胶,1钱,人参,1钱,茯苓,1钱,川归,1钱,生地,1钱,川芎,5分,甘草,5分,小茴香,8分,人角茴,8分
#551#,人参,5分,白术,3分,茯苓,8分,山药,8分,当归,8分,陈皮,8分,半夏,8分,莲肉,8分,甘草,3分
#601#,人参,None,白术,None,茯神,None,当归,None,生地黄,None,酸枣仁,None,麦门冬,None,半夏,None,枳实,None,黄连,None,竹茹,None,山栀,None,甘草,0.9克,辰砂1.5,None
#651#,酒地,4两,圆肉,2两,当归,2两,于术,1两5钱,川芎,1两,菖蒲,8钱,茯神,8钱,远志,8钱,枣仁,1两,黄耆,2两,杭芍,1两,党参,1两,炙草,1两
#701#,豆蔻,1钱,苏子,1钱,藿香,1钱,胆星,8分,陈皮,8分
#751#,桃仁,2钱,红花,2钱,山楂,2钱,归尾,2钱,益母草,2钱
#801#,鸱鸮,1个,穿山甲,1两2钱,桂枝,5钱5分,白芷,1钱5分,木贼草,3钱5分,山萸肉,1两,郁金,5钱,赤苓,5钱,赤芍,6钱,当归,1两,云苓,5钱,南红花,5钱,白芍,6钱,全蝎,10条,麻黄,3钱5分,石斛,3两
#851#,防风,None,细辛,None,桔梗,None,茺蔚子,None,黄芩,None,大黄,None,五味子,None,薄荷,None,石膏,None,黄柏,None,草决明,None
#901#,甘草,None,陈小麦,None,麦门冬,None,赤茯苓,None,于葛,None,灯心,None,木通,None,人参,None
#951#,当归,4钱,川芎,2钱,赤芍,3钱,黄柏,3钱,栀子,3钱,胡黄连,3钱,茵陈,3钱,葳蕤仁,3钱,苍术,2钱,防风,2钱,白芷,2钱,土茯苓,3钱,薄荷,2钱,泽泻,3钱,草决明,3钱,甘草,1钱
#1001#,当归,5钱,蝉退,1钱,僵蚕,1钱,天龙,1钱,大黄,1钱,石,5钱,老蜘蛛,2个
#1051#,陈橘皮,1两,苎麻根,1两,高良姜,3钱,白粳米,半合
#1101#,陈橘皮,1两,汉防己,半两,赤茯苓,3分,槟榔,3分,木通,3分,紫苏茎叶,1两,木香,半两,大腹皮,1两
#1151#,苍术,1斤,莲肉,1斤,五味子,4两,茯苓,4两,枸杞子,4两,熟地黄,4两
